model,task_id,rollout_id,step,group_id,candidate_id,domain,invalid_outputs,invalid_provenance,rollout_invalid_outputs,stage,group_position,gold_count,unique_gold_A,completion_length,raw_n,grounded_n,coverage,s_cot,s_explore,dsr_branch,primary_reward,closed,raw_invalid_text
dsr,dsr:20:3:1,20,38,34e816613902361478cba0e069db7867edd3af328e296e98fcba13e3927467a6,1,prod,,unavailable:not_persisted_per_task,0,0-50,3,2,1,,,,,,,,,,
dsr,dsr:20:3:2,20,38,34e816613902361478cba0e069db7867edd3af328e296e98fcba13e3927467a6,2,prod,,unavailable:not_persisted_per_task,0,0-50,3,2,1,,,,,,,,,,
dsr,dsr:20:3:3,20,38,34e816613902361478cba0e069db7867edd3af328e296e98fcba13e3927467a6,3,prod,,unavailable:not_persisted_per_task,0,0-50,3,2,1,,,,,,,,,,
dsr,dsr:25:0:0,25,48,11a57e312d2c7f3e03d01b95a625c8337800d26324e465d38d7ed90edd1e6d6a,0,ad,,unavailable:not_persisted_per_task,0,0-50,0,2,2,,3,3,1.0,1.0,0.36290729184695575,,,,
dsr,dsr:25:0:1,25,48,11a57e312d2c7f3e03d01b95a625c8337800d26324e465d38d7ed90edd1e6d6a,1,ad,,unavailable:not_persisted_per_task,0,0-50,0,2,2,,3,3,1.0,1.0,0.3627443751081735,,,,
dsr,dsr:25:0:2,25,48,11a57e312d2c7f3e03d01b95a625c8337800d26324e465d38d7ed90edd1e6d6a,2,ad,,unavailable:not_persisted_per_task,0,0-50,0,2,2,,,,,,,,,,
dsr,dsr:25:0:3,25,48,11a57e312d2c7f3e03d01b95a625c8337800d26324e465d38d7ed90edd1e6d6a,3,ad,,unavailable:not_persisted_per_task,0,0-50,0,2,2,,,,,,,,,,
dsr,dsr:25:1:0,25,48,692ee70e3d40a0ad80f7de5c3f8d952d124436bbb2670650253c5c2c7ec06ba6,0,video,,unavailable:not_persisted_per_task,0,0-50,1,20,17,,,,,,,,,,
dsr,dsr:25:1:1,25,48,692ee70e3d40a0ad80f7de5c3f8d952d124436bbb2670650253c5c2c7ec06ba6,1,video,,unavailable:not_persisted_per_task,0,0-50,1,20,17,,,,,,,,,,
dsr,dsr:25:1:2,25,48,692ee70e3d40a0ad80f7de5c3f8d952d124436bbb2670650253c5c2c7ec06ba6,2,video,,unavailable:not_persisted_per_task,0,0-50,1,20,17,,,,,,,,,,
dsr,dsr:25:1:3,25,48,692ee70e3d40a0ad80f7de5c3f8d952d124436bbb2670650253c5c2c7ec06ba6,3,video,,unavailable:not_persisted_per_task,0,0-50,1,20,17,,,,,,,,,,
dsr,dsr:25:2:0,25,48,c99520fb0adeb26bb7ce03058378bcd8ae48e7a91a0ad1cab5cda5c2d6ca2892,0,video,,unavailable:not_persisted_per_task,0,0-50,2,14,13,,,,,,,,,,
dsr,dsr:25:2:1,25,48,c99520fb0adeb26bb7ce03058378bcd8ae48e7a91a0ad1cab5cda5c2d6ca2892,1,video,,unavailable:not_persisted_per_task,0,0-50,2,14,13,,,,,,,,,,
dsr,dsr:25:2:2,25,48,c99520fb0adeb26bb7ce03058378bcd8ae48e7a91a0ad1cab5cda5c2d6ca2892,2,video,,unavailable:not_persisted_per_task,0,0-50,2,14,13,,,,,,,,,,
dsr,dsr:25:2:3,25,48,c99520fb0adeb26bb7ce03058378bcd8ae48e7a91a0ad1cab5cda5c2d6ca2892,3,video,,unavailable:not_persisted_per_task,0,0-50,2,14,13,,,,,,,,,,
dsr,dsr:25:3:0,25,48,a55246db8669642cf82a1120a55a6c75322cae3d270ff741e38e008daa00e66f,0,ad,,unavailable:not_persisted_per_task,0,0-50,3,2,2,,,,,,,,,,
dsr,dsr:25:3:1,25,48,a55246db8669642cf82a1120a55a6c75322cae3d270ff741e38e008daa00e66f,1,ad,,unavailable:not_persisted_per_task,0,0-50,3,2,2,,,,,,,,,,
dsr,dsr:25:3:2,25,48,a55246db8669642cf82a1120a55a6c75322cae3d270ff741e38e008daa00e66f,2,ad,,unavailable:not_persisted_per_task,0,0-50,3,2,2,,,,,,,,,,
dsr,dsr:25:3:3,25,48,a55246db8669642cf82a1120a55a6c75322cae3d270ff741e38e008daa00e66f,3,ad,,unavailable:not_persisted_per_task,0,0-50,3,2,2,,,,,,,,,,
dsr,dsr:26:0:0,26,50,df50c73a722cb3468599aec7a089f55d6ceed818434b1e75b53d048825bbfc2d,0,prod,,unavailable:not_persisted_per_task,5,50-100,0,2,2,,4,3,0.75,1.0,0.355278379159231,,,,
dsr,dsr:26:0:1,26,50,df50c73a722cb3468599aec7a089f55d6ceed818434b1e75b53d048825bbfc2d,1,prod,,unavailable:not_persisted_per_task,5,50-100,0,2,2,,4,4,1.0,1.0,0.39586895394992305,,,,
dsr,dsr:26:0:2,26,50,df50c73a722cb3468599aec7a089f55d6ceed818434b1e75b53d048825bbfc2d,2,prod,,unavailable:not_persisted_per_task,5,50-100,0,2,2,,,,,,,,,,
dsr,dsr:26:0:3,26,50,df50c73a722cb3468599aec7a089f55d6ceed818434b1e75b53d048825bbfc2d,3,prod,,unavailable:not_persisted_per_task,5,50-100,0,2,2,,,,,,,,,,
dsr,dsr:26:1:0,26,50,aa3eae300742dbbbff0e43690309f5dd9083bdfbfbcd21a7e19879a4d1789002,0,video,,unavailable:not_persisted_per_task,5,50-100,1,12,12,,,,,,,,,,
dsr,dsr:26:1:1,26,50,aa3eae300742dbbbff0e43690309f5dd9083bdfbfbcd21a7e19879a4d1789002,1,video,,unavailable:not_persisted_per_task,5,50-100,1,12,12,,,,,,,,,,
dsr,dsr:26:1:2,26,50,aa3eae300742dbbbff0e43690309f5dd9083bdfbfbcd21a7e19879a4d1789002,2,video,,unavailable:not_persisted_per_task,5,50-100,1,12,12,,,,,,,,,,
dsr,dsr:26:1:3,26,50,aa3eae300742dbbbff0e43690309f5dd9083bdfbfbcd21a7e19879a4d1789002,3,video,,unavailable:not_persisted_per_task,5,50-100,1,12,12,,,,,,,,,,
dsr,dsr:26:2:0,26,50,f5549a85bdea0ba7467c2eb6e3a385ba121bced86724006d04f03f02b8f055d9,0,ad,,unavailable:not_persisted_per_task,5,50-100,2,2,2,,,,,,,,,,
dsr,dsr:26:2:1,26,50,f5549a85bdea0ba7467c2eb6e3a385ba121bced86724006d04f03f02b8f055d9,1,ad,,unavailable:not_persisted_per_task,5,50-100,2,2,2,,,,,,,,,,
dsr,dsr:26:2:2,26,50,f5549a85bdea0ba7467c2eb6e3a385ba121bced86724006d04f03f02b8f055d9,2,ad,,unavailable:not_persisted_per_task,5,50-100,2,2,2,,,,,,,,,,
dsr,dsr:26:2:3,26,50,f5549a85bdea0ba7467c2eb6e3a385ba121bced86724006d04f03f02b8f055d9,3,ad,,unavailable:not_persisted_per_task,5,50-100,2,2,2,,,,,,,,,,
dsr,dsr:26:3:0,26,50,c4ea09d4400aea93378a91d8674ef0f4061c9ac68593a6f65230aa829ded8fa8,0,ad,,unavailable:not_persisted_per_task,5,50-100,3,2,2,,,,,,,,,,
dsr,dsr:26:3:1,26,50,c4ea09d4400aea93378a91d8674ef0f4061c9ac68593a6f65230aa829ded8fa8,1,ad,,unavailable:not_persisted_per_task,5,50-100,3,2,2,,,,,,,,,,
dsr,dsr:26:3:2,26,50,c4ea09d4400aea93378a91d8674ef0f4061c9ac68593a6f65230aa829ded8fa8,2,ad,,unavailable:not_persisted_per_task,5,50-100,3,2,2,,,,,,,,,,
dsr,dsr:26:3:3,26,50,c4ea09d4400aea93378a91d8674ef0f4061c9ac68593a6f65230aa829ded8fa8,3,ad,,unavailable:not_persisted_per_task,5,50-100,3,2,2,,,,,,,,,,
dsr,dsr:31:0:0,31,60,180d72cb9abef356ef18c23b0a117cc5e81213bbb2c43d6112fd2e6525d9d9b4,0,video,,unavailable:not_persisted_per_task,0,50-100,0,11,8,,4,4,1.0,1.0,0.5304035755639547,,,,
dsr,dsr:31:0:1,31,60,180d72cb9abef356ef18c23b0a117cc5e81213bbb2c43d6112fd2e6525d9d9b4,1,video,,unavailable:not_persisted_per_task,0,50-100,0,11,8,,4,4,1.0,1.0,0.5988699408288498,,,,
dsr,dsr:31:0:2,31,60,180d72cb9abef356ef18c23b0a117cc5e81213bbb2c43d6112fd2e6525d9d9b4,2,video,,unavailable:not_persisted_per_task,0,50-100,0,11,8,,,,,,,,,,
dsr,dsr:31:0:3,31,60,180d72cb9abef356ef18c23b0a117cc5e81213bbb2c43d6112fd2e6525d9d9b4,3,video,,unavailable:not_persisted_per_task,0,50-100,0,11,8,,,,,,,,,,
dsr,dsr:31:1:0,31,60,66561dcf95599497fea325b3378e368d0555780b44dafe9118631a7883033ad4,0,video,,unavailable:not_persisted_per_task,0,50-100,1,20,17,,,,,,,,,,
dsr,dsr:31:1:1,31,60,66561dcf95599497fea325b3378e368d0555780b44dafe9118631a7883033ad4,1,video,,unavailable:not_persisted_per_task,0,50-100,1,20,17,,,,,,,,,,
dsr,dsr:31:1:2,31,60,66561dcf95599497fea325b3378e368d0555780b44dafe9118631a7883033ad4,2,video,,unavailable:not_persisted_per_task,0,50-100,1,20,17,,,,,,,,,,
dsr,dsr:31:1:3,31,60,66561dcf95599497fea325b3378e368d0555780b44dafe9118631a7883033ad4,3,video,,unavailable:not_persisted_per_task,0,50-100,1,20,17,,,,,,,,,,
dsr,dsr:31:2:0,31,60,1f2d2de1c323f1863e8693af194090d64e964fb093192e949f5c3302b53ae11c,0,video,,unavailable:not_persisted_per_task,0,50-100,2,14,13,,,,,,,,,,
dsr,dsr:31:2:1,31,60,1f2d2de1c323f1863e8693af194090d64e964fb093192e949f5c3302b53ae11c,1,video,,unavailable:not_persisted_per_task,0,50-100,2,14,13,,,,,,,,,,
dsr,dsr:31:2:2,31,60,1f2d2de1c323f1863e8693af194090d64e964fb093192e949f5c3302b53ae11c,2,video,,unavailable:not_persisted_per_task,0,50-100,2,14,13,,,,,,,,,,
dsr,dsr:31:2:3,31,60,1f2d2de1c323f1863e8693af194090d64e964fb093192e949f5c3302b53ae11c,3,video,,unavailable:not_persisted_per_task,0,50-100,2,14,13,,,,,,,,,,
dsr,dsr:31:3:0,31,60,ec56a1e8978080a6827d8d69ba6fbdc2636b69d38e3a3bdd206afd37b559fa58,0,video,,unavailable:not_persisted_per_task,0,50-100,3,14,14,,,,,,,,,,
dsr,dsr:31:3:1,31,60,ec56a1e8978080a6827d8d69ba6fbdc2636b69d38e3a3bdd206afd37b559fa58,1,video,,unavailable:not_persisted_per_task,0,50-100,3,14,14,,,,,,,,,,
dsr,dsr:31:3:2,31,60,ec56a1e8978080a6827d8d69ba6fbdc2636b69d38e3a3bdd206afd37b559fa58,2,video,,unavailable:not_persisted_per_task,0,50-100,3,14,14,,,,,,,,,,
dsr,dsr:31:3:3,31,60,ec56a1e8978080a6827d8d69ba6fbdc2636b69d38e3a3bdd206afd37b559fa58,3,video,,unavailable:not_persisted_per_task,0,50-100,3,14,14,,,,,,,,,,
dsr,dsr:32:0:0,32,62,fb138440382f311d56bb73075de66e7af9e278fd1d14a7f74d8e3164e471251a,0,living,,unavailable:not_persisted_per_task,0,50-100,0,3,1,,4,4,1.0,1.0,0.2635573241680437,,,,
dsr,dsr:32:0:1,32,62,fb138440382f311d56bb73075de66e7af9e278fd1d14a7f74d8e3164e471251a,1,living,,unavailable:not_persisted_per_task,0,50-100,0,3,1,,4,4,1.0,0.9583333333333333,0.3384975619688718,,,,
dsr,dsr:32:0:2,32,62,fb138440382f311d56bb73075de66e7af9e278fd1d14a7f74d8e3164e471251a,2,living,,unavailable:not_persisted_per_task,0,50-100,0,3,1,,,,,,,,,,
dsr,dsr:32:0:3,32,62,fb138440382f311d56bb73075de66e7af9e278fd1d14a7f74d8e3164e471251a,3,living,,unavailable:not_persisted_per_task,0,50-100,0,3,1,,,,,,,,,,
dsr,dsr:32:1:0,32,62,410a19b84e6f4787289a2e5a4707c73e979950dcebf0e1429c1289520de282f0,0,video,,unavailable:not_persisted_per_task,0,50-100,1,14,11,,,,,,,,,,
dsr,dsr:32:1:1,32,62,410a19b84e6f4787289a2e5a4707c73e979950dcebf0e1429c1289520de282f0,1,video,,unavailable:not_persisted_per_task,0,50-100,1,14,11,,,,,,,,,,
dsr,dsr:32:1:2,32,62,410a19b84e6f4787289a2e5a4707c73e979950dcebf0e1429c1289520de282f0,2,video,,unavailable:not_persisted_per_task,0,50-100,1,14,11,,,,,,,,,,
dsr,dsr:32:1:3,32,62,410a19b84e6f4787289a2e5a4707c73e979950dcebf0e1429c1289520de282f0,3,video,,unavailable:not_persisted_per_task,0,50-100,1,14,11,,,,,,,,,,
dsr,dsr:32:2:0,32,62,b26427cac5596811541b97f1edbcf69f9a5417556ebcbafad7486cd8c55a8e5e,0,video,,unavailable:not_persisted_per_task,0,50-100,2,12,10,,,,,,,,,,
dsr,dsr:32:2:1,32,62,b26427cac5596811541b97f1edbcf69f9a5417556ebcbafad7486cd8c55a8e5e,1,video,,unavailable:not_persisted_per_task,0,50-100,2,12,10,,,,,,,,,,
dsr,dsr:32:2:2,32,62,b26427cac5596811541b97f1edbcf69f9a5417556ebcbafad7486cd8c55a8e5e,2,video,,unavailable:not_persisted_per_task,0,50-100,2,12,10,,,,,,,,,,
dsr,dsr:32:2:3,32,62,b26427cac5596811541b97f1edbcf69f9a5417556ebcbafad7486cd8c55a8e5e,3,video,,unavailable:not_persisted_per_task,0,50-100,2,12,10,,,,,,,,,,
dsr,dsr:32:3:0,32,62,b5bcc2d9e959fc4448cccbb2e31d1431b1a3959c3448f18265fda3f713cd8344,0,ad,,unavailable:not_persisted_per_task,0,50-100,3,3,3,,,,,,,,,,
dsr,dsr:32:3:1,32,62,b5bcc2d9e959fc4448cccbb2e31d1431b1a3959c3448f18265fda3f713cd8344,1,ad,,unavailable:not_persisted_per_task,0,50-100,3,3,3,,,,,,,,,,
dsr,dsr:32:3:2,32,62,b5bcc2d9e959fc4448cccbb2e31d1431b1a3959c3448f18265fda3f713cd8344,2,ad,,unavailable:not_persisted_per_task,0,50-100,3,3,3,,,,,,,,,,
dsr,dsr:32:3:3,32,62,b5bcc2d9e959fc4448cccbb2e31d1431b1a3959c3448f18265fda3f713cd8344,3,ad,,unavailable:not_persisted_per_task,0,50-100,3,3,3,,,,,,,,,,
dsr,dsr:37:0:0,37,72,54e17ccf183d3b93b60a98bb05409ca1034c82137aa40d1e0f88e42abd197834,0,ad,,unavailable:not_persisted_per_task,0,50-100,0,2,2,,4,4,1.0,1.0,0.543065339754362,,,,
dsr,dsr:37:0:1,37,72,54e17ccf183d3b93b60a98bb05409ca1034c82137aa40d1e0f88e42abd197834,1,ad,,unavailable:not_persisted_per_task,0,50-100,0,2,2,,4,4,1.0,1.0,0.6555226873638231,,,,
dsr,dsr:37:0:2,37,72,54e17ccf183d3b93b60a98bb05409ca1034c82137aa40d1e0f88e42abd197834,2,ad,,unavailable:not_persisted_per_task,0,50-100,0,2,2,,,,,,,,,,
dsr,dsr:37:0:3,37,72,54e17ccf183d3b93b60a98bb05409ca1034c82137aa40d1e0f88e42abd197834,3,ad,,unavailable:not_persisted_per_task,0,50-100,0,2,2,,,,,,,,,,
dsr,dsr:37:1:0,37,72,971a74d7b029c7239e78a3616dce4a3f87148de1a06572dc3d7f746237aa899e,0,ad,,unavailable:not_persisted_per_task,0,50-100,1,2,2,,,,,,,,,,
dsr,dsr:37:1:1,37,72,971a74d7b029c7239e78a3616dce4a3f87148de1a06572dc3d7f746237aa899e,1,ad,,unavailable:not_persisted_per_task,0,50-100,1,2,2,,,,,,,,,,
dsr,dsr:37:1:2,37,72,971a74d7b029c7239e78a3616dce4a3f87148de1a06572dc3d7f746237aa899e,2,ad,,unavailable:not_persisted_per_task,0,50-100,1,2,2,,,,,,,,,,
dsr,dsr:37:1:3,37,72,971a74d7b029c7239e78a3616dce4a3f87148de1a06572dc3d7f746237aa899e,3,ad,,unavailable:not_persisted_per_task,0,50-100,1,2,2,,,,,,,,,,
dsr,dsr:37:2:0,37,72,e9ac0fcfff95f5229787ee4666e611a8405cd3f1e4b1079e19ec138122104909,0,ad,,unavailable:not_persisted_per_task,0,50-100,2,4,3,,,,,,,,,,
dsr,dsr:37:2:1,37,72,e9ac0fcfff95f5229787ee4666e611a8405cd3f1e4b1079e19ec138122104909,1,ad,,unavailable:not_persisted_per_task,0,50-100,2,4,3,,,,,,,,,,
dsr,dsr:37:2:2,37,72,e9ac0fcfff95f5229787ee4666e611a8405cd3f1e4b1079e19ec138122104909,2,ad,,unavailable:not_persisted_per_task,0,50-100,2,4,3,,,,,,,,,,
dsr,dsr:37:2:3,37,72,e9ac0fcfff95f5229787ee4666e611a8405cd3f1e4b1079e19ec138122104909,3,ad,,unavailable:not_persisted_per_task,0,50-100,2,4,3,,,,,,,,,,
dsr,dsr:37:3:0,37,72,c765a7392fced4fd475192d07312352f6e4537babe9306a653ed8d61b66e34a5,0,video,,unavailable:not_persisted_per_task,0,50-100,3,15,15,,,,,,,,,,
dsr,dsr:37:3:1,37,72,c765a7392fced4fd475192d07312352f6e4537babe9306a653ed8d61b66e34a5,1,video,,unavailable:not_persisted_per_task,0,50-100,3,15,15,,,,,,,,,,
dsr,dsr:37:3:2,37,72,c765a7392fced4fd475192d07312352f6e4537babe9306a653ed8d61b66e34a5,2,video,,unavailable:not_persisted_per_task,0,50-100,3,15,15,,,,,,,,,,
dsr,dsr:37:3:3,37,72,c765a7392fced4fd475192d07312352f6e4537babe9306a653ed8d61b66e34a5,3,video,,unavailable:not_persisted_per_task,0,50-100,3,15,15,,,,,,,,,,
dsr,dsr:38:0:0,38,74,4449170b272f400eb1fc0bd5f1afd2911ac9bcfcd7d0cc7d49ddc3fb13d413e3,0,prod,,unavailable:not_persisted_per_task,0,50-100,0,2,2,,4,4,1.0,1.0,0.04591479170272447,,,,
dsr,dsr:38:0:1,38,74,4449170b272f400eb1fc0bd5f1afd2911ac9bcfcd7d0cc7d49ddc3fb13d413e3,1,prod,,unavailable:not_persisted_per_task,0,50-100,0,2,2,,3,3,1.0,1.0,0.0,,,,
dsr,dsr:38:0:2,38,74,4449170b272f400eb1fc0bd5f1afd2911ac9bcfcd7d0cc7d49ddc3fb13d413e3,2,prod,,unavailable:not_persisted_per_task,0,50-100,0,2,2,,,,,,,,,,
dsr,dsr:38:0:3,38,74,4449170b272f400eb1fc0bd5f1afd2911ac9bcfcd7d0cc7d49ddc3fb13d413e3,3,prod,,unavailable:not_persisted_per_task,0,50-100,0,2,2,,,,,,,,,,
dsr,dsr:38:1:0,38,74,f5953a468618a9d3da7122971e816da8ad9a9be8913c727272c2bde259df7c03,0,prod,,unavailable:not_persisted_per_task,0,50-100,1,2,2,,,,,,,,,,
dsr,dsr:38:1:1,38,74,f5953a468618a9d3da7122971e816da8ad9a9be8913c727272c2bde259df7c03,1,prod,,unavailable:not_persisted_per_task,0,50-100,1,2,2,,,,,,,,,,
dsr,dsr:38:1:2,38,74,f5953a468618a9d3da7122971e816da8ad9a9be8913c727272c2bde259df7c03,2,prod,,unavailable:not_persisted_per_task,0,50-100,1,2,2,,,,,,,,,,
dsr,dsr:38:1:3,38,74,f5953a468618a9d3da7122971e816da8ad9a9be8913c727272c2bde259df7c03,3,prod,,unavailable:not_persisted_per_task,0,50-100,1,2,2,,,,,,,,,,
dsr,dsr:38:2:0,38,74,0eddc931ff5609d00efbc1357da1c62d44400ab7df83cfde0c20b8edd9c630c3,0,living,,unavailable:not_persisted_per_task,0,50-100,2,2,2,,,,,,,,,,
dsr,dsr:38:2:1,38,74,0eddc931ff5609d00efbc1357da1c62d44400ab7df83cfde0c20b8edd9c630c3,1,living,,unavailable:not_persisted_per_task,0,50-100,2,2,2,,,,,,,,,,
dsr,dsr:38:2:2,38,74,0eddc931ff5609d00efbc1357da1c62d44400ab7df83cfde0c20b8edd9c630c3,2,living,,unavailable:not_persisted_per_task,0,50-100,2,2,2,,,,,,,,,,
dsr,dsr:38:2:3,38,74,0eddc931ff5609d00efbc1357da1c62d44400ab7df83cfde0c20b8edd9c630c3,3,living,,unavailable:not_persisted_per_task,0,50-100,2,2,2,,,,,,,,,,
dsr,dsr:38:3:0,38,74,049a591648d54ec93e7877a7b20f5314eeec0da2993646419239308d0f41f65c,0,living,,unavailable:not_persisted_per_task,0,50-100,3,2,1,,,,,,,,,,
dsr,dsr:38:3:1,38,74,049a591648d54ec93e7877a7b20f5314eeec0da2993646419239308d0f41f65c,1,living,,unavailable:not_persisted_per_task,0,50-100,3,2,1,,,,,,,,,,
dsr,dsr:38:3:2,38,74,049a591648d54ec93e7877a7b20f5314eeec0da2993646419239308d0f41f65c,2,living,,unavailable:not_persisted_per_task,0,50-100,3,2,1,,,,,,,,,,
dsr,dsr:38:3:3,38,74,049a591648d54ec93e7877a7b20f5314eeec0da2993646419239308d0f41f65c,3,living,,unavailable:not_persisted_per_task,0,50-100,3,2,1,,,,,,,,,,
dsr,dsr:43:0:0,43,84,3e91e08a7bc05fa1612f2d9b8fe2d95b6e035debc995f2cc6447c17c7d15182f,0,video,,unavailable:not_persisted_per_task,2,50-100,0,17,11,,4,4,1.0,1.0,0.24734376880832915,,,,
dsr,dsr:43:0:1,43,84,3e91e08a7bc05fa1612f2d9b8fe2d95b6e035debc995f2cc6447c17c7d15182f,1,video,,unavailable:not_persisted_per_task,2,50-100,0,17,11,,2,2,1.0,1.0,0.25367714833608745,,,,
dsr,dsr:43:0:2,43,84,3e91e08a7bc05fa1612f2d9b8fe2d95b6e035debc995f2cc6447c17c7d15182f,2,video,,unavailable:not_persisted_per_task,2,50-100,0,17,11,,,,,,,,,,
dsr,dsr:43:0:3,43,84,3e91e08a7bc05fa1612f2d9b8fe2d95b6e035debc995f2cc6447c17c7d15182f,3,video,,unavailable:not_persisted_per_task,2,50-100,0,17,11,,,,,,,,,,
dsr,dsr:43:1:0,43,84,809ef03bd9265d7fb5680211aa1c59b55b147bda8aac79d2270f40e021b80804,0,video,,unavailable:not_persisted_per_task,2,50-100,1,20,16,,,,,,,,,,
dsr,dsr:43:1:1,43,84,809ef03bd9265d7fb5680211aa1c59b55b147bda8aac79d2270f40e021b80804,1,video,,unavailable:not_persisted_per_task,2,50-100,1,20,16,,,,,,,,,,
dsr,dsr:43:1:2,43,84,809ef03bd9265d7fb5680211aa1c59b55b147bda8aac79d2270f40e021b80804,2,video,,unavailable:not_persisted_per_task,2,50-100,1,20,16,,,,,,,,,,
dsr,dsr:43:1:3,43,84,809ef03bd9265d7fb5680211aa1c59b55b147bda8aac79d2270f40e021b80804,3,video,,unavailable:not_persisted_per_task,2,50-100,1,20,16,,,,,,,,,,
dsr,dsr:43:2:0,43,84,d0847b2c76f55358e794e14ca456a5bd2688c3d286e6c31f2a17d08128d20479,0,ad,,unavailable:not_persisted_per_task,2,50-100,2,2,2,,,,,,,,,,
dsr,dsr:43:2:1,43,84,d0847b2c76f55358e794e14ca456a5bd2688c3d286e6c31f2a17d08128d20479,1,ad,,unavailable:not_persisted_per_task,2,50-100,2,2,2,,,,,,,,,,
dsr,dsr:43:2:2,43,84,d0847b2c76f55358e794e14ca456a5bd2688c3d286e6c31f2a17d08128d20479,2,ad,,unavailable:not_persisted_per_task,2,50-100,2,2,2,,,,,,,,,,
dsr,dsr:43:2:3,43,84,d0847b2c76f55358e794e14ca456a5bd2688c3d286e6c31f2a17d08128d20479,3,ad,,unavailable:not_persisted_per_task,2,50-100,2,2,2,,,,,,,,,,
dsr,dsr:43:3:0,43,84,c2a167b7e6891c128e39b05820dd9e93931dfd00f3c9d9dd5d6935e512636d01,0,prod,,unavailable:not_persisted_per_task,2,50-100,3,2,2,,,,,,,,,,
dsr,dsr:43:3:1,43,84,c2a167b7e6891c128e39b05820dd9e93931dfd00f3c9d9dd5d6935e512636d01,1,prod,,unavailable:not_persisted_per_task,2,50-100,3,2,2,,,,,,,,,,
dsr,dsr:43:3:2,43,84,c2a167b7e6891c128e39b05820dd9e93931dfd00f3c9d9dd5d6935e512636d01,2,prod,,unavailable:not_persisted_per_task,2,50-100,3,2,2,,,,,,,,,,
dsr,dsr:43:3:3,43,84,c2a167b7e6891c128e39b05820dd9e93931dfd00f3c9d9dd5d6935e512636d01,3,prod,,unavailable:not_persisted_per_task,2,50-100,3,2,2,,,,,,,,,,
dsr,dsr:44:0:0,44,86,9ec8bb893646f73b028db73987f15664f0d6bca63ea55b606828c8fc025f86b5,0,video,,unavailable:not_persisted_per_task,0,50-100,0,15,15,,4,2,0.5,1.0,0.04591479170272447,,,,
dsr,dsr:44:0:1,44,86,9ec8bb893646f73b028db73987f15664f0d6bca63ea55b606828c8fc025f86b5,1,video,,unavailable:not_persisted_per_task,0,50-100,0,15,15,,4,4,1.0,1.0,0.0,,,,
dsr,dsr:44:0:2,44,86,9ec8bb893646f73b028db73987f15664f0d6bca63ea55b606828c8fc025f86b5,2,video,,unavailable:not_persisted_per_task,0,50-100,0,15,15,,,,,,,,,,
dsr,dsr:44:0:3,44,86,9ec8bb893646f73b028db73987f15664f0d6bca63ea55b606828c8fc025f86b5,3,video,,unavailable:not_persisted_per_task,0,50-100,0,15,15,,,,,,,,,,
dsr,dsr:44:1:0,44,86,e666ffaed3823a149debfda15481a51d75015803e9b5e36f84c68307aa23dee5,0,video,,unavailable:not_persisted_per_task,0,50-100,1,12,12,,,,,,,,,,
dsr,dsr:44:1:1,44,86,e666ffaed3823a149debfda15481a51d75015803e9b5e36f84c68307aa23dee5,1,video,,unavailable:not_persisted_per_task,0,50-100,1,12,12,,,,,,,,,,
dsr,dsr:44:1:2,44,86,e666ffaed3823a149debfda15481a51d75015803e9b5e36f84c68307aa23dee5,2,video,,unavailable:not_persisted_per_task,0,50-100,1,12,12,,,,,,,,,,
dsr,dsr:44:1:3,44,86,e666ffaed3823a149debfda15481a51d75015803e9b5e36f84c68307aa23dee5,3,video,,unavailable:not_persisted_per_task,0,50-100,1,12,12,,,,,,,,,,
dsr,dsr:44:2:0,44,86,7322361402c096d38ae72919053734e0d3d2b2fa851aaaa5e5d14dc0055eb435,0,ad,,unavailable:not_persisted_per_task,0,50-100,2,2,1,,,,,,,,,,
dsr,dsr:44:2:1,44,86,7322361402c096d38ae72919053734e0d3d2b2fa851aaaa5e5d14dc0055eb435,1,ad,,unavailable:not_persisted_per_task,0,50-100,2,2,1,,,,,,,,,,
dsr,dsr:44:2:2,44,86,7322361402c096d38ae72919053734e0d3d2b2fa851aaaa5e5d14dc0055eb435,2,ad,,unavailable:not_persisted_per_task,0,50-100,2,2,1,,,,,,,,,,
dsr,dsr:44:2:3,44,86,7322361402c096d38ae72919053734e0d3d2b2fa851aaaa5e5d14dc0055eb435,3,ad,,unavailable:not_persisted_per_task,0,50-100,2,2,1,,,,,,,,,,
dsr,dsr:44:3:0,44,86,f1668ca638673a7c5e3562fb259c9c65fd121476c9cecf1d4e52b6100549f7cf,0,prod,,unavailable:not_persisted_per_task,0,50-100,3,3,1,,,,,,,,,,
dsr,dsr:44:3:1,44,86,f1668ca638673a7c5e3562fb259c9c65fd121476c9cecf1d4e52b6100549f7cf,1,prod,,unavailable:not_persisted_per_task,0,50-100,3,3,1,,,,,,,,,,
dsr,dsr:44:3:2,44,86,f1668ca638673a7c5e3562fb259c9c65fd121476c9cecf1d4e52b6100549f7cf,2,prod,,unavailable:not_persisted_per_task,0,50-100,3,3,1,,,,,,,,,,
dsr,dsr:44:3:3,44,86,f1668ca638673a7c5e3562fb259c9c65fd121476c9cecf1d4e52b6100549f7cf,3,prod,,unavailable:not_persisted_per_task,0,50-100,3,3,1,,,,,,,,,,
dsr,dsr:49:0:0,49,96,119e3f527cc020d71c5beacacb45031def8f75c30ea6b041adbee0d4bd1ba93c,0,prod,,unavailable:not_persisted_per_task,0,50-100,0,2,2,,3,3,1.0,1.0,0.15106924110430978,,,,
