model,task_id,rollout_id,step,group_id,candidate_id,domain,invalid_outputs,invalid_provenance,rollout_invalid_outputs,stage,group_position,gold_count,unique_gold_A,completion_length,raw_n,grounded_n,coverage,s_cot,s_explore,dsr_branch,primary_reward,closed,raw_invalid_text
dsr,dsr:73:1:0,73,144,5d0b68a1956bc3dd811f2aeb967b629ab6346192b32c0c59c03acb38ff10ed02,0,ad,,unavailable:not_persisted_per_task,0,100-150,1,3,3,,,,,,,,,,
dsr,dsr:73:1:1,73,144,5d0b68a1956bc3dd811f2aeb967b629ab6346192b32c0c59c03acb38ff10ed02,1,ad,,unavailable:not_persisted_per_task,0,100-150,1,3,3,,,,,,,,,,
dsr,dsr:73:1:2,73,144,5d0b68a1956bc3dd811f2aeb967b629ab6346192b32c0c59c03acb38ff10ed02,2,ad,,unavailable:not_persisted_per_task,0,100-150,1,3,3,,,,,,,,,,
dsr,dsr:73:1:3,73,144,5d0b68a1956bc3dd811f2aeb967b629ab6346192b32c0c59c03acb38ff10ed02,3,ad,,unavailable:not_persisted_per_task,0,100-150,1,3,3,,,,,,,,,,
dsr,dsr:73:2:0,73,144,970a2fc504dcc3bfe9a098b6f67d94dd713eaa71f5a81b50ff1cc799d153ec6e,0,video,,unavailable:not_persisted_per_task,0,100-150,2,15,13,,,,,,,,,,
dsr,dsr:73:2:1,73,144,970a2fc504dcc3bfe9a098b6f67d94dd713eaa71f5a81b50ff1cc799d153ec6e,1,video,,unavailable:not_persisted_per_task,0,100-150,2,15,13,,,,,,,,,,
dsr,dsr:73:2:2,73,144,970a2fc504dcc3bfe9a098b6f67d94dd713eaa71f5a81b50ff1cc799d153ec6e,2,video,,unavailable:not_persisted_per_task,0,100-150,2,15,13,,,,,,,,,,
dsr,dsr:73:2:3,73,144,970a2fc504dcc3bfe9a098b6f67d94dd713eaa71f5a81b50ff1cc799d153ec6e,3,video,,unavailable:not_persisted_per_task,0,100-150,2,15,13,,,,,,,,,,
dsr,dsr:73:3:0,73,144,afa63af1f633d4149a1c3a28f081476dee73cb31dc7e9c3a7e3c16b0be026339,0,video,,unavailable:not_persisted_per_task,0,100-150,3,14,14,,,,,,,,,,
dsr,dsr:73:3:1,73,144,afa63af1f633d4149a1c3a28f081476dee73cb31dc7e9c3a7e3c16b0be026339,1,video,,unavailable:not_persisted_per_task,0,100-150,3,14,14,,,,,,,,,,
dsr,dsr:73:3:2,73,144,afa63af1f633d4149a1c3a28f081476dee73cb31dc7e9c3a7e3c16b0be026339,2,video,,unavailable:not_persisted_per_task,0,100-150,3,14,14,,,,,,,,,,
dsr,dsr:73:3:3,73,144,afa63af1f633d4149a1c3a28f081476dee73cb31dc7e9c3a7e3c16b0be026339,3,video,,unavailable:not_persisted_per_task,0,100-150,3,14,14,,,,,,,,,,
dsr,dsr:74:0:0,74,146,555f4b5612361ada7dc25cdab202fcc8c27d9329005132538e4546a760ccf084,0,ad,,unavailable:not_persisted_per_task,0,100-150,0,2,2,,3,3,1.0,0.9761904761904762,0.7599601752714581,,,,
dsr,dsr:74:0:1,74,146,555f4b5612361ada7dc25cdab202fcc8c27d9329005132538e4546a760ccf084,1,ad,,unavailable:not_persisted_per_task,0,100-150,0,2,2,,3,3,1.0,1.0,0.7505240814944147,,,,
dsr,dsr:74:0:2,74,146,555f4b5612361ada7dc25cdab202fcc8c27d9329005132538e4546a760ccf084,2,ad,,unavailable:not_persisted_per_task,0,100-150,0,2,2,,,,,,,,,,
dsr,dsr:74:0:3,74,146,555f4b5612361ada7dc25cdab202fcc8c27d9329005132538e4546a760ccf084,3,ad,,unavailable:not_persisted_per_task,0,100-150,0,2,2,,,,,,,,,,
dsr,dsr:74:1:0,74,146,1abeacdef98debbce75392b9f3482d1ebda3c7a523cab76597e490e72b0fde3d,0,prod,,unavailable:not_persisted_per_task,0,100-150,1,2,2,,,,,,,,,,
dsr,dsr:74:1:1,74,146,1abeacdef98debbce75392b9f3482d1ebda3c7a523cab76597e490e72b0fde3d,1,prod,,unavailable:not_persisted_per_task,0,100-150,1,2,2,,,,,,,,,,
dsr,dsr:74:1:2,74,146,1abeacdef98debbce75392b9f3482d1ebda3c7a523cab76597e490e72b0fde3d,2,prod,,unavailable:not_persisted_per_task,0,100-150,1,2,2,,,,,,,,,,
dsr,dsr:74:1:3,74,146,1abeacdef98debbce75392b9f3482d1ebda3c7a523cab76597e490e72b0fde3d,3,prod,,unavailable:not_persisted_per_task,0,100-150,1,2,2,,,,,,,,,,
dsr,dsr:74:2:0,74,146,0d63ce67704c57832b525625092ca93a3d169ccd3e534f3e868b3fd92e8e9c80,0,living,,unavailable:not_persisted_per_task,0,100-150,2,2,1,,,,,,,,,,
dsr,dsr:74:2:1,74,146,0d63ce67704c57832b525625092ca93a3d169ccd3e534f3e868b3fd92e8e9c80,1,living,,unavailable:not_persisted_per_task,0,100-150,2,2,1,,,,,,,,,,
dsr,dsr:74:2:2,74,146,0d63ce67704c57832b525625092ca93a3d169ccd3e534f3e868b3fd92e8e9c80,2,living,,unavailable:not_persisted_per_task,0,100-150,2,2,1,,,,,,,,,,
dsr,dsr:74:2:3,74,146,0d63ce67704c57832b525625092ca93a3d169ccd3e534f3e868b3fd92e8e9c80,3,living,,unavailable:not_persisted_per_task,0,100-150,2,2,1,,,,,,,,,,
dsr,dsr:74:3:0,74,146,aeaad89f4ff836b72cacf6503749977d1fef8743304e656601454a6d281e4988,0,ad,,unavailable:not_persisted_per_task,0,100-150,3,2,2,,,,,,,,,,
dsr,dsr:74:3:1,74,146,aeaad89f4ff836b72cacf6503749977d1fef8743304e656601454a6d281e4988,1,ad,,unavailable:not_persisted_per_task,0,100-150,3,2,2,,,,,,,,,,
dsr,dsr:74:3:2,74,146,aeaad89f4ff836b72cacf6503749977d1fef8743304e656601454a6d281e4988,2,ad,,unavailable:not_persisted_per_task,0,100-150,3,2,2,,,,,,,,,,
dsr,dsr:74:3:3,74,146,aeaad89f4ff836b72cacf6503749977d1fef8743304e656601454a6d281e4988,3,ad,,unavailable:not_persisted_per_task,0,100-150,3,2,2,,,,,,,,,,
dsr,dsr:79:0:0,79,156,dbdc2b1e83f6950024974ccd14550fe2b9112dc429a99114137ec4a0778c2d26,0,video,,unavailable:not_persisted_per_task,0,150-200,0,15,12,,4,4,1.0,1.0,0.7102217001462481,,,,
dsr,dsr:79:0:1,79,156,dbdc2b1e83f6950024974ccd14550fe2b9112dc429a99114137ec4a0778c2d26,1,video,,unavailable:not_persisted_per_task,0,150-200,0,15,12,,4,4,1.0,1.0,0.6343531658498881,,,,
dsr,dsr:79:0:2,79,156,dbdc2b1e83f6950024974ccd14550fe2b9112dc429a99114137ec4a0778c2d26,2,video,,unavailable:not_persisted_per_task,0,150-200,0,15,12,,,,,,,,,,
dsr,dsr:79:0:3,79,156,dbdc2b1e83f6950024974ccd14550fe2b9112dc429a99114137ec4a0778c2d26,3,video,,unavailable:not_persisted_per_task,0,150-200,0,15,12,,,,,,,,,,
dsr,dsr:79:1:0,79,156,babc50ffd95f54c42ca738d732cb552dadb287d66aac1bc679514ba7eff8b42a,0,video,,unavailable:not_persisted_per_task,0,150-200,1,11,9,,,,,,,,,,
dsr,dsr:79:1:1,79,156,babc50ffd95f54c42ca738d732cb552dadb287d66aac1bc679514ba7eff8b42a,1,video,,unavailable:not_persisted_per_task,0,150-200,1,11,9,,,,,,,,,,
dsr,dsr:79:1:2,79,156,babc50ffd95f54c42ca738d732cb552dadb287d66aac1bc679514ba7eff8b42a,2,video,,unavailable:not_persisted_per_task,0,150-200,1,11,9,,,,,,,,,,
dsr,dsr:79:1:3,79,156,babc50ffd95f54c42ca738d732cb552dadb287d66aac1bc679514ba7eff8b42a,3,video,,unavailable:not_persisted_per_task,0,150-200,1,11,9,,,,,,,,,,
dsr,dsr:79:2:0,79,156,9d1e3633d5057ea877251ea0741babd775eff4d82ce8697a8a1ce1362e1b871b,0,ad,,unavailable:not_persisted_per_task,0,150-200,2,2,2,,,,,,,,,,
dsr,dsr:79:2:1,79,156,9d1e3633d5057ea877251ea0741babd775eff4d82ce8697a8a1ce1362e1b871b,1,ad,,unavailable:not_persisted_per_task,0,150-200,2,2,2,,,,,,,,,,
dsr,dsr:79:2:2,79,156,9d1e3633d5057ea877251ea0741babd775eff4d82ce8697a8a1ce1362e1b871b,2,ad,,unavailable:not_persisted_per_task,0,150-200,2,2,2,,,,,,,,,,
dsr,dsr:79:2:3,79,156,9d1e3633d5057ea877251ea0741babd775eff4d82ce8697a8a1ce1362e1b871b,3,ad,,unavailable:not_persisted_per_task,0,150-200,2,2,2,,,,,,,,,,
dsr,dsr:79:3:0,79,156,c017412042a6c52384996c53924bdc9318844a7b572b34cb1f13e6f7529ed6f4,0,video,,unavailable:not_persisted_per_task,0,150-200,3,13,8,,,,,,,,,,
dsr,dsr:79:3:1,79,156,c017412042a6c52384996c53924bdc9318844a7b572b34cb1f13e6f7529ed6f4,1,video,,unavailable:not_persisted_per_task,0,150-200,3,13,8,,,,,,,,,,
dsr,dsr:79:3:2,79,156,c017412042a6c52384996c53924bdc9318844a7b572b34cb1f13e6f7529ed6f4,2,video,,unavailable:not_persisted_per_task,0,150-200,3,13,8,,,,,,,,,,
dsr,dsr:79:3:3,79,156,c017412042a6c52384996c53924bdc9318844a7b572b34cb1f13e6f7529ed6f4,3,video,,unavailable:not_persisted_per_task,0,150-200,3,13,8,,,,,,,,,,
dsr,dsr:80:0:0,80,158,1e69a31d62cece5fd7a4f6155c0dc1f441d5f7b7609287c44f893e8a2c0fa63d,0,prod,0,observed_directly:trace_every20,29,150-200,0,3,2,866,4,4,1.0,1.0,0.6114851627526101,cot_only_saturated_or_other,8.25,True,
dsr,dsr:80:0:1,80,158,1e69a31d62cece5fd7a4f6155c0dc1f441d5f7b7609287c44f893e8a2c0fa63d,1,prod,0,observed_directly:trace_every20,29,150-200,0,3,2,826,4,2,0.5,1.0,0.6237847476377281,cot_only_saturated_or_other,8.25,True,
dsr,dsr:80:0:2,80,158,1e69a31d62cece5fd7a4f6155c0dc1f441d5f7b7609287c44f893e8a2c0fa63d,2,prod,0,observed_directly:trace_every20,29,150-200,0,3,2,863,4,4,1.0,1.0,0.6061278124459133,cot_only_saturated_or_other,8.25,True,
dsr,dsr:80:0:3,80,158,1e69a31d62cece5fd7a4f6155c0dc1f441d5f7b7609287c44f893e8a2c0fa63d,3,prod,0,observed_directly:trace_every20,29,150-200,0,3,2,777,3,3,1.0,1.0,0.6619371393824127,cot_only_saturated_or_other,8.25,True,
dsr,dsr:80:1:0,80,158,d40d72043402551a5b0e55070ef1dd7b28299bec9b1a1ff15bc23b36c0077f87,0,living,,unavailable:not_persisted_per_task,29,150-200,1,2,2,,,,,,,,,,
dsr,dsr:80:1:1,80,158,d40d72043402551a5b0e55070ef1dd7b28299bec9b1a1ff15bc23b36c0077f87,1,living,,unavailable:not_persisted_per_task,29,150-200,1,2,2,,,,,,,,,,
dsr,dsr:80:1:2,80,158,d40d72043402551a5b0e55070ef1dd7b28299bec9b1a1ff15bc23b36c0077f87,2,living,,unavailable:not_persisted_per_task,29,150-200,1,2,2,,,,,,,,,,
dsr,dsr:80:1:3,80,158,d40d72043402551a5b0e55070ef1dd7b28299bec9b1a1ff15bc23b36c0077f87,3,living,,unavailable:not_persisted_per_task,29,150-200,1,2,2,,,,,,,,,,
dsr,dsr:80:2:0,80,158,6d525c80cb7c8be63ccd444966c1c86688bed9dc6dd10c1b5d5847dd64e29bab,0,prod,,unavailable:not_persisted_per_task,29,150-200,2,3,3,,,,,,,,,,
dsr,dsr:80:2:1,80,158,6d525c80cb7c8be63ccd444966c1c86688bed9dc6dd10c1b5d5847dd64e29bab,1,prod,,unavailable:not_persisted_per_task,29,150-200,2,3,3,,,,,,,,,,
dsr,dsr:80:2:2,80,158,6d525c80cb7c8be63ccd444966c1c86688bed9dc6dd10c1b5d5847dd64e29bab,2,prod,,unavailable:not_persisted_per_task,29,150-200,2,3,3,,,,,,,,,,
dsr,dsr:80:2:3,80,158,6d525c80cb7c8be63ccd444966c1c86688bed9dc6dd10c1b5d5847dd64e29bab,3,prod,,unavailable:not_persisted_per_task,29,150-200,2,3,3,,,,,,,,,,
dsr,dsr:80:3:0,80,158,11364711f75e1a131a594bb279de9aa80b485176848a268184a0e2ed57d0f64f,0,video,,unavailable:not_persisted_per_task,29,150-200,3,20,13,,,,,,,,,,
dsr,dsr:80:3:1,80,158,11364711f75e1a131a594bb279de9aa80b485176848a268184a0e2ed57d0f64f,1,video,,unavailable:not_persisted_per_task,29,150-200,3,20,13,,,,,,,,,,
dsr,dsr:80:3:2,80,158,11364711f75e1a131a594bb279de9aa80b485176848a268184a0e2ed57d0f64f,2,video,,unavailable:not_persisted_per_task,29,150-200,3,20,13,,,,,,,,,,
dsr,dsr:80:3:3,80,158,11364711f75e1a131a594bb279de9aa80b485176848a268184a0e2ed57d0f64f,3,video,,unavailable:not_persisted_per_task,29,150-200,3,20,13,,,,,,,,,,
dsr,dsr:85:0:0,85,168,a88e7f254ed1a874ee3e5c2da321835a799e2ea2292ba5e0c17d38dd83b2bfe9,0,prod,,unavailable:not_persisted_per_task,0,150-200,0,2,2,,3,3,1.0,1.0,0.5327819531114785,,,,
dsr,dsr:85:0:1,85,168,a88e7f254ed1a874ee3e5c2da321835a799e2ea2292ba5e0c17d38dd83b2bfe9,1,prod,,unavailable:not_persisted_per_task,0,150-200,0,2,2,,4,0,0.0,0.0,0.4222589881390797,,,,
dsr,dsr:85:0:2,85,168,a88e7f254ed1a874ee3e5c2da321835a799e2ea2292ba5e0c17d38dd83b2bfe9,2,prod,,unavailable:not_persisted_per_task,0,150-200,0,2,2,,,,,,,,,,
dsr,dsr:85:0:3,85,168,a88e7f254ed1a874ee3e5c2da321835a799e2ea2292ba5e0c17d38dd83b2bfe9,3,prod,,unavailable:not_persisted_per_task,0,150-200,0,2,2,,,,,,,,,,
dsr,dsr:85:1:0,85,168,9d59ee7e816876bfd6de164fd43b9e3d43f37cc140235dfd981b7ac1379c0bbc,0,living,,unavailable:not_persisted_per_task,0,150-200,1,2,2,,,,,,,,,,
dsr,dsr:85:1:1,85,168,9d59ee7e816876bfd6de164fd43b9e3d43f37cc140235dfd981b7ac1379c0bbc,1,living,,unavailable:not_persisted_per_task,0,150-200,1,2,2,,,,,,,,,,
dsr,dsr:85:1:2,85,168,9d59ee7e816876bfd6de164fd43b9e3d43f37cc140235dfd981b7ac1379c0bbc,2,living,,unavailable:not_persisted_per_task,0,150-200,1,2,2,,,,,,,,,,
dsr,dsr:85:1:3,85,168,9d59ee7e816876bfd6de164fd43b9e3d43f37cc140235dfd981b7ac1379c0bbc,3,living,,unavailable:not_persisted_per_task,0,150-200,1,2,2,,,,,,,,,,
dsr,dsr:85:2:0,85,168,8346f83b1e8184f4e3f4455397f79f8e657530407540be80f1ef030fb5f7efdb,0,prod,,unavailable:not_persisted_per_task,0,150-200,2,2,1,,,,,,,,,,
dsr,dsr:85:2:1,85,168,8346f83b1e8184f4e3f4455397f79f8e657530407540be80f1ef030fb5f7efdb,1,prod,,unavailable:not_persisted_per_task,0,150-200,2,2,1,,,,,,,,,,
dsr,dsr:85:2:2,85,168,8346f83b1e8184f4e3f4455397f79f8e657530407540be80f1ef030fb5f7efdb,2,prod,,unavailable:not_persisted_per_task,0,150-200,2,2,1,,,,,,,,,,
dsr,dsr:85:2:3,85,168,8346f83b1e8184f4e3f4455397f79f8e657530407540be80f1ef030fb5f7efdb,3,prod,,unavailable:not_persisted_per_task,0,150-200,2,2,1,,,,,,,,,,
dsr,dsr:85:3:0,85,168,31c0cd92985b7f2a76db78a439db59f89949f27c0babb5af84a51eeb9d39d241,0,video,,unavailable:not_persisted_per_task,0,150-200,3,19,15,,,,,,,,,,
dsr,dsr:85:3:1,85,168,31c0cd92985b7f2a76db78a439db59f89949f27c0babb5af84a51eeb9d39d241,1,video,,unavailable:not_persisted_per_task,0,150-200,3,19,15,,,,,,,,,,
dsr,dsr:85:3:2,85,168,31c0cd92985b7f2a76db78a439db59f89949f27c0babb5af84a51eeb9d39d241,2,video,,unavailable:not_persisted_per_task,0,150-200,3,19,15,,,,,,,,,,
dsr,dsr:85:3:3,85,168,31c0cd92985b7f2a76db78a439db59f89949f27c0babb5af84a51eeb9d39d241,3,video,,unavailable:not_persisted_per_task,0,150-200,3,19,15,,,,,,,,,,
dsr,dsr:86:0:0,86,170,216f2e0d7fd240a05230a9b98fe069bedd68626b547fbc3ba4fb6bbf6be74554,0,prod,,unavailable:not_persisted_per_task,0,150-200,0,2,2,,0,0,,0.0,0.5407070731171515,,,,
dsr,dsr:86:0:1,86,170,216f2e0d7fd240a05230a9b98fe069bedd68626b547fbc3ba4fb6bbf6be74554,1,prod,,unavailable:not_persisted_per_task,0,150-200,0,2,2,,4,3,0.75,1.0,0.6829434002924966,,,,
dsr,dsr:86:0:2,86,170,216f2e0d7fd240a05230a9b98fe069bedd68626b547fbc3ba4fb6bbf6be74554,2,prod,,unavailable:not_persisted_per_task,0,150-200,0,2,2,,,,,,,,,,
dsr,dsr:86:0:3,86,170,216f2e0d7fd240a05230a9b98fe069bedd68626b547fbc3ba4fb6bbf6be74554,3,prod,,unavailable:not_persisted_per_task,0,150-200,0,2,2,,,,,,,,,,
dsr,dsr:86:1:0,86,170,c8aafede16125b5f0d90aed2b85d9823d0469d79989628571aa822214714e033,0,ad,,unavailable:not_persisted_per_task,0,150-200,1,2,2,,,,,,,,,,
dsr,dsr:86:1:1,86,170,c8aafede16125b5f0d90aed2b85d9823d0469d79989628571aa822214714e033,1,ad,,unavailable:not_persisted_per_task,0,150-200,1,2,2,,,,,,,,,,
dsr,dsr:86:1:2,86,170,c8aafede16125b5f0d90aed2b85d9823d0469d79989628571aa822214714e033,2,ad,,unavailable:not_persisted_per_task,0,150-200,1,2,2,,,,,,,,,,
dsr,dsr:86:1:3,86,170,c8aafede16125b5f0d90aed2b85d9823d0469d79989628571aa822214714e033,3,ad,,unavailable:not_persisted_per_task,0,150-200,1,2,2,,,,,,,,,,
dsr,dsr:86:2:0,86,170,a73f751be9c4d0fa5f9b9623176a52ef7c5066a6321160272646c0cae31f1905,0,video,,unavailable:not_persisted_per_task,0,150-200,2,11,9,,,,,,,,,,
dsr,dsr:86:2:1,86,170,a73f751be9c4d0fa5f9b9623176a52ef7c5066a6321160272646c0cae31f1905,1,video,,unavailable:not_persisted_per_task,0,150-200,2,11,9,,,,,,,,,,
dsr,dsr:86:2:2,86,170,a73f751be9c4d0fa5f9b9623176a52ef7c5066a6321160272646c0cae31f1905,2,video,,unavailable:not_persisted_per_task,0,150-200,2,11,9,,,,,,,,,,
dsr,dsr:86:2:3,86,170,a73f751be9c4d0fa5f9b9623176a52ef7c5066a6321160272646c0cae31f1905,3,video,,unavailable:not_persisted_per_task,0,150-200,2,11,9,,,,,,,,,,
dsr,dsr:86:3:0,86,170,2c65d4ea518bb211a1912fcf17ad3c59159cad840462958368f3964fd348f45a,0,ad,,unavailable:not_persisted_per_task,0,150-200,3,2,2,,,,,,,,,,
dsr,dsr:86:3:1,86,170,2c65d4ea518bb211a1912fcf17ad3c59159cad840462958368f3964fd348f45a,1,ad,,unavailable:not_persisted_per_task,0,150-200,3,2,2,,,,,,,,,,
dsr,dsr:86:3:2,86,170,2c65d4ea518bb211a1912fcf17ad3c59159cad840462958368f3964fd348f45a,2,ad,,unavailable:not_persisted_per_task,0,150-200,3,2,2,,,,,,,,,,
dsr,dsr:86:3:3,86,170,2c65d4ea518bb211a1912fcf17ad3c59159cad840462958368f3964fd348f45a,3,ad,,unavailable:not_persisted_per_task,0,150-200,3,2,2,,,,,,,,,,
dsr,dsr:91:0:0,91,180,bba5b030faadcf76800e36c9700cbec005e87580580150452877df4458e57ba1,0,video,,unavailable:not_persisted_per_task,0,150-200,0,16,15,,4,4,1.0,1.0,0.4718014106638974,,,,
dsr,dsr:91:0:1,91,180,bba5b030faadcf76800e36c9700cbec005e87580580150452877df4458e57ba1,1,video,,unavailable:not_persisted_per_task,0,150-200,0,16,15,,3,3,1.0,1.0,0.5744372102990597,,,,
dsr,dsr:91:0:2,91,180,bba5b030faadcf76800e36c9700cbec005e87580580150452877df4458e57ba1,2,video,,unavailable:not_persisted_per_task,0,150-200,0,16,15,,,,,,,,,,
dsr,dsr:91:0:3,91,180,bba5b030faadcf76800e36c9700cbec005e87580580150452877df4458e57ba1,3,video,,unavailable:not_persisted_per_task,0,150-200,0,16,15,,,,,,,,,,
dsr,dsr:91:1:0,91,180,06551b1a41909c7a5024bff8c91c1fee48439a436243547b2e69d0b5b91ab29c,0,prod,,unavailable:not_persisted_per_task,0,150-200,1,2,1,,,,,,,,,,
dsr,dsr:91:1:1,91,180,06551b1a41909c7a5024bff8c91c1fee48439a436243547b2e69d0b5b91ab29c,1,prod,,unavailable:not_persisted_per_task,0,150-200,1,2,1,,,,,,,,,,
dsr,dsr:91:1:2,91,180,06551b1a41909c7a5024bff8c91c1fee48439a436243547b2e69d0b5b91ab29c,2,prod,,unavailable:not_persisted_per_task,0,150-200,1,2,1,,,,,,,,,,
dsr,dsr:91:1:3,91,180,06551b1a41909c7a5024bff8c91c1fee48439a436243547b2e69d0b5b91ab29c,3,prod,,unavailable:not_persisted_per_task,0,150-200,1,2,1,,,,,,,,,,
dsr,dsr:91:2:0,91,180,e5c10d32bb476707138fd008dde354ee5f0e6d35c3fb3b02bc295defd00e2296,0,video,,unavailable:not_persisted_per_task,0,150-200,2,13,12,,,,,,,,,,
dsr,dsr:91:2:1,91,180,e5c10d32bb476707138fd008dde354ee5f0e6d35c3fb3b02bc295defd00e2296,1,video,,unavailable:not_persisted_per_task,0,150-200,2,13,12,,,,,,,,,,
dsr,dsr:91:2:2,91,180,e5c10d32bb476707138fd008dde354ee5f0e6d35c3fb3b02bc295defd00e2296,2,video,,unavailable:not_persisted_per_task,0,150-200,2,13,12,,,,,,,,,,
dsr,dsr:91:2:3,91,180,e5c10d32bb476707138fd008dde354ee5f0e6d35c3fb3b02bc295defd00e2296,3,video,,unavailable:not_persisted_per_task,0,150-200,2,13,12,,,,,,,,,,
dsr,dsr:91:3:0,91,180,b87cdc0f8e1d7668ee5e674a725af6b6614d5892cfafbc02dde600ec63c7ab76,0,video,,unavailable:not_persisted_per_task,0,150-200,3,20,13,,,,,,,,,,
dsr,dsr:91:3:1,91,180,b87cdc0f8e1d7668ee5e674a725af6b6614d5892cfafbc02dde600ec63c7ab76,1,video,,unavailable:not_persisted_per_task,0,150-200,3,20,13,,,,,,,,,,
dsr,dsr:91:3:2,91,180,b87cdc0f8e1d7668ee5e674a725af6b6614d5892cfafbc02dde600ec63c7ab76,2,video,,unavailable:not_persisted_per_task,0,150-200,3,20,13,,,,,,,,,,
dsr,dsr:91:3:3,91,180,b87cdc0f8e1d7668ee5e674a725af6b6614d5892cfafbc02dde600ec63c7ab76,3,video,,unavailable:not_persisted_per_task,0,150-200,3,20,13,,,,,,,,,,
dsr,dsr:92:0:0,92,182,327d6f60fc454d552f6c7d399d02c1baa2c07b72958ee9f8dc4870bd89b1a092,0,living,,unavailable:not_persisted_per_task,0,150-200,0,2,2,,3,3,1.0,1.0,0.3358351884903946,,,,
dsr,dsr:92:0:1,92,182,327d6f60fc454d552f6c7d399d02c1baa2c07b72958ee9f8dc4870bd89b1a092,1,living,,unavailable:not_persisted_per_task,0,150-200,0,2,2,,3,3,1.0,1.0,0.3161880404012846,,,,
dsr,dsr:92:0:2,92,182,327d6f60fc454d552f6c7d399d02c1baa2c07b72958ee9f8dc4870bd89b1a092,2,living,,unavailable:not_persisted_per_task,0,150-200,0,2,2,,,,,,,,,,
dsr,dsr:92:0:3,92,182,327d6f60fc454d552f6c7d399d02c1baa2c07b72958ee9f8dc4870bd89b1a092,3,living,,unavailable:not_persisted_per_task,0,150-200,0,2,2,,,,,,,,,,
dsr,dsr:92:1:0,92,182,d24a52c829b5e75afffb8608a25031997b38272b51c9d3f547c949422ee0b90d,0,ad,,unavailable:not_persisted_per_task,0,150-200,1,5,5,,,,,,,,,,
dsr,dsr:92:1:1,92,182,d24a52c829b5e75afffb8608a25031997b38272b51c9d3f547c949422ee0b90d,1,ad,,unavailable:not_persisted_per_task,0,150-200,1,5,5,,,,,,,,,,
dsr,dsr:92:1:2,92,182,d24a52c829b5e75afffb8608a25031997b38272b51c9d3f547c949422ee0b90d,2,ad,,unavailable:not_persisted_per_task,0,150-200,1,5,5,,,,,,,,,,
dsr,dsr:92:1:3,92,182,d24a52c829b5e75afffb8608a25031997b38272b51c9d3f547c949422ee0b90d,3,ad,,unavailable:not_persisted_per_task,0,150-200,1,5,5,,,,,,,,,,
dsr,dsr:92:2:0,92,182,ea0f739a505528c1504a72a5d97bc5544cacdf1dbbb98c38c6bb166b2d55ee9c,0,ad,,unavailable:not_persisted_per_task,0,150-200,2,5,3,,,,,,,,,,
dsr,dsr:92:2:1,92,182,ea0f739a505528c1504a72a5d97bc5544cacdf1dbbb98c38c6bb166b2d55ee9c,1,ad,,unavailable:not_persisted_per_task,0,150-200,2,5,3,,,,,,,,,,
dsr,dsr:92:2:2,92,182,ea0f739a505528c1504a72a5d97bc5544cacdf1dbbb98c38c6bb166b2d55ee9c,2,ad,,unavailable:not_persisted_per_task,0,150-200,2,5,3,,,,,,,,,,
dsr,dsr:92:2:3,92,182,ea0f739a505528c1504a72a5d97bc5544cacdf1dbbb98c38c6bb166b2d55ee9c,3,ad,,unavailable:not_persisted_per_task,0,150-200,2,5,3,,,,,,,,,,
dsr,dsr:92:3:0,92,182,760e9cc6bcf405bf8a3625aefa027f66cd580f0eb5f81712b8a64096620e94be,0,video,,unavailable:not_persisted_per_task,0,150-200,3,20,13,,,,,,,,,,
dsr,dsr:92:3:1,92,182,760e9cc6bcf405bf8a3625aefa027f66cd580f0eb5f81712b8a64096620e94be,1,video,,unavailable:not_persisted_per_task,0,150-200,3,20,13,,,,,,,,,,
dsr,dsr:92:3:2,92,182,760e9cc6bcf405bf8a3625aefa027f66cd580f0eb5f81712b8a64096620e94be,2,video,,unavailable:not_persisted_per_task,0,150-200,3,20,13,,,,,,,,,,
dsr,dsr:92:3:3,92,182,760e9cc6bcf405bf8a3625aefa027f66cd580f0eb5f81712b8a64096620e94be,3,video,,unavailable:not_persisted_per_task,0,150-200,3,20,13,,,,,,,,,,
dsr,dsr:97:0:0,97,192,15617a4b50054f1364eb61474c0dd0ecae0518132a4283e8abac0de9b2a75587,0,prod,,unavailable:not_persisted_per_task,0,150-200,0,2,2,,3,3,1.0,1.0,0.05974547231656378,,,,
dsr,dsr:97:0:1,97,192,15617a4b50054f1364eb61474c0dd0ecae0518132a4283e8abac0de9b2a75587,1,prod,,unavailable:not_persisted_per_task,0,150-200,0,2,2,,4,3,0.75,1.0,0.4179670853469496,,,,
dsr,dsr:97:0:2,97,192,15617a4b50054f1364eb61474c0dd0ecae0518132a4283e8abac0de9b2a75587,2,prod,,unavailable:not_persisted_per_task,0,150-200,0,2,2,,,,,,,,,,
dsr,dsr:97:0:3,97,192,15617a4b50054f1364eb61474c0dd0ecae0518132a4283e8abac0de9b2a75587,3,prod,,unavailable:not_persisted_per_task,0,150-200,0,2,2,,,,,,,,,,
dsr,dsr:97:1:0,97,192,46cffa95d4666375cef8cf1e1cc9f23fd14cdacb44ddcaec414fc716d1f67ff2,0,living,,unavailable:not_persisted_per_task,0,150-200,1,2,1,,,,,,,,,,
dsr,dsr:97:1:1,97,192,46cffa95d4666375cef8cf1e1cc9f23fd14cdacb44ddcaec414fc716d1f67ff2,1,living,,unavailable:not_persisted_per_task,0,150-200,1,2,1,,,,,,,,,,
