group_id,step,domain,gold_count,unique_gold_A,baseline_A_concentration,dsr_A_concentration,baseline_Gold_A_hit,dsr_Gold_A_hit,rescue_active,classification,stage,gold_count_bin,unique_gold_A_bin,baseline_zero_std,baseline_all_zero,baseline_Gold_AB_hit,baseline_Exact_hit,baseline_reward_mean,dsr_zero_std,dsr_all_zero,dsr_Gold_AB_hit,dsr_Exact_hit,dsr_reward_mean,lambda_A,K_A_concentration,frequency_weights,coefficient,matched_direct_provenance,baseline_rollout_reward_mean,dsr_rollout_reward_mean
2f8b9238c59badc96cd439911c7c42afd62e8cefa539853df2d36a549228d2b3,18,living,2,2,,0.125,,,False,,0-50,1-2,2,,,,,,,,,,,0.1,0.125,"[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]",0.0,unavailable:baseline_group_outputs_not_persisted,-0.140625,-0.09375
2dc02a7c59eb8279b7caa10022e6a9ee7c30c8d851b632515315806e1655bd75,18,prod,2,1,,0.375,,,False,,0-50,1-2,1,,,,,,,,,,,0.1,0.375,"[0.125,0.375,0.375,0.125,0.125,0.125,0.375,0.125]",0.0,unavailable:baseline_group_outputs_not_persisted,-0.140625,-0.09375
7b91df630c0a3b6d7232ae4564551cf7bc9db819af9738de06dcde9656fd2e2f,20,ad,2,2,,0.25,,,False,,0-50,1-2,2,,,,,,,,,,,0.1,0.25,"[0.25,0.125,0.125,0.25,0.25,0.125,0.125,0.25]",0.0,unavailable:baseline_group_outputs_not_persisted,0.015625,0.0
d93a68d31aa1ea6d12bc82e135e44340e9a1aaefd4cee134444746ecc9aee9ad,20,prod,2,1,,0.25,,,False,,0-50,1-2,1,,,,,,,,,,,0.1,0.25,"[0.125,0.125,0.125,0.25,0.25,0.125,0.125,0.125]",0.0,unavailable:baseline_group_outputs_not_persisted,0.015625,0.0
3baf4e2bd66a078acfd02069635a7b0d09b8563a43d6f45285a80a90fd89f65d,22,prod,2,2,,0.25,,,False,,0-50,1-2,2,,,,,,,,,,,0.1,0.25,"[0.125,0.125,0.25,0.25,0.125,0.125,0.25,0.25]",0.0,unavailable:baseline_group_outputs_not_persisted,-0.03125,-0.015625
91222818a1da2fe8a47421933d22debe4b2f1f314245e2250401666386d5c8f2,22,video,20,16,,0.375,,,True,,0-50,5+,3+,,,,,,,True,,,,0.2,0.375,"[0.125,0.125,0.375,0.125,0.125,0.125,0.375,0.375]",0.07500000000000001,unavailable:baseline_group_outputs_not_persisted,-0.03125,-0.015625
f21147ce011ded372ed23ff948c8c9febbcf04908ad9980bf7326a7a79b4d75a,28,ad,2,2,,0.375,,,False,,0-50,1-2,2,,,,,,,,,,,0.1,0.375,"[0.375,0.125,0.375,0.25,0.375,0.25,0.25,0.25]",0.0,unavailable:baseline_group_outputs_not_persisted,0.046875,0.0625
df56d595895f9d5702ca94a412652e644a2bb90b0068a8231c515b134347ea92,28,video,20,19,,0.25,,,False,,0-50,5+,3+,,,,,,,,,,,0.2,0.25,"[0.125,0.125,0.25,0.25,0.125,0.125,0.125,0.125]",0.0,unavailable:baseline_group_outputs_not_persisted,0.046875,0.0625
436ed21d23aa661c1944735d274c6a54512342a0b7167d270d3fba814174646a,30,video,20,15,,0.25,,,False,,0-50,5+,3+,,,,,,,,,,,0.2,0.25,"[0.125,0.125,0.125,0.25,0.25,0.125,0.125,0.125]",0.0,unavailable:baseline_group_outputs_not_persisted,0.0625,0.140625
8c038e56a8d3589fb089fc68fe8ce98c479413dc9adbfa347b8f65bd4ce0f042,30,living,2,2,,0.25,,,False,,0-50,1-2,2,,,,,,,,,,,0.1,0.25,"[0.25,0.125,0.25,0.125,0.125,0.25,0.25,0.125]",0.0,unavailable:baseline_group_outputs_not_persisted,0.0625,0.140625
768f6c067ee824c6e2daa1bf3effcd87467620dd605dd26904dba5d201bb29ff,32,video,16,11,,0.375,,,False,,0-50,5+,3+,,,,,,,,,,,0.2,0.375,"[0.125,0.125,0.125,0.125,0.375,0.125,0.375,0.375]",0.0,unavailable:baseline_group_outputs_not_persisted,0.109375,0.53125
1f241d4a7631596056603f82d36bd1eb40232de9633cb36529f575a70b06c67d,32,ad,2,2,,0.25,,,False,,0-50,1-2,2,,,,,,,,,,,0.1,0.25,"[0.125,0.125,0.125,0.125,0.25,0.125,0.125,0.25]",0.0,unavailable:baseline_group_outputs_not_persisted,0.109375,0.53125
c1f50ad9c92dd5172e5ef8df6a294700caae29058fc66ff438dcddb87b14d178,34,living,2,2,,0.25,,,False,,0-50,1-2,2,,,,,,,,,,,0.1,0.25,"[0.25,0.125,0.125,0.125,0.25,0.125,0.125,0.125]",0.0,unavailable:baseline_group_outputs_not_persisted,-0.125,0.078125
32f1216d748636d8d03dfb2f7a1bdbba4b2c7175e9a61255cb60f4447d0719e9,34,living,2,2,,0.125,,,False,,0-50,1-2,2,,,,,,,,,,,0.1,0.125,"[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]",0.0,unavailable:baseline_group_outputs_not_persisted,-0.125,0.078125
d05fa0bdabcdbfdf757af0e76860078cfe741d3f8aaf30d12263d4238eaec977,40,living,2,1,,0.125,,,False,,0-50,1-2,1,,,,,,,,,,,0.1,0.125,"[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]",0.0,unavailable:baseline_group_outputs_not_persisted,-0.0625,0.09375
9596e234be106d47cc72469c7d6f369c3eb61bb3d70b077b03a75145722af102,40,prod,2,2,,0.5,,,False,,0-50,1-2,2,,,,,,,,,,,0.1,0.5,"[0.5,0.125,0.5,0.25,0.5,0.125,0.25,0.5]",0.0,unavailable:baseline_group_outputs_not_persisted,-0.0625,0.09375
9c74573db99c6e434ffde6208164113e4f3f7b126d86e2f1ce3c10405744c5ff,42,living,2,2,,0.25,,,False,,0-50,1-2,2,,,,,,,,,,,0.1,0.25,"[0.125,0.25,0.125,0.25,0.25,0.125,0.125,0.25]",0.0,unavailable:baseline_group_outputs_not_persisted,0.0,-0.0625
d877f76968ff1321282fb8d165ba6c8faade6b0413ad1b8a2404d77060502f96,42,ad,2,2,,0.25,,,False,,0-50,1-2,2,,,,,,,,,,,0.1,0.25,"[0.125,0.125,0.125,0.25,0.125,0.125,0.125,0.25]",0.0,unavailable:baseline_group_outputs_not_persisted,0.0,-0.0625
8002d0daf096df8e5d36f940e1df8a0c7966ee594ea20a785077fb59d21ebaa4,44,video,20,20,,0.25,,,False,,0-50,5+,3+,,,,,,,,,,,0.2,0.25,"[0.125,0.25,0.25,0.125,0.125,0.25,0.25,0.125]",0.0,unavailable:baseline_group_outputs_not_persisted,0.40625,0.0
250a3d362a435a78563c1803b3a970a78ef53e385d06da4399ae39f16462db87,44,prod,2,2,,0.25,,,False,,0-50,1-2,2,,,,,,,,,,,0.1,0.25,"[0.125,0.125,0.125,0.125,0.125,0.25,0.25,0.125]",0.0,unavailable:baseline_group_outputs_not_persisted,0.40625,0.0
5ec2693b07a4d5599519e12866edb4fff0b11acfda833b2d773eeeef0c77e0ee,46,prod,2,2,,0.125,,,False,,0-50,1-2,2,,,,,,,,,,,0.1,0.125,"[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]",0.0,unavailable:baseline_group_outputs_not_persisted,0.03125,-0.015625
34e816613902361478cba0e069db7867edd3af328e296e98fcba13e3927467a6,46,prod,2,1,,0.375,,,True,,0-50,1-2,1,,,,,,,True,,,,0.1,0.375,"[0.375,0.375,0.25,0.375,0.375,0.375,0.25,0.375]",0.037500000000000006,unavailable:baseline_group_outputs_not_persisted,0.03125,-0.015625
11a57e312d2c7f3e03d01b95a625c8337800d26324e465d38d7ed90edd1e6d6a,52,ad,2,2,,0.25,,,False,,50-100,1-2,2,,,,,,,,,,,0.1,0.25,"[0.125,0.25,0.125,0.125,0.25,0.25,0.125,0.25]",0.0,unavailable:baseline_group_outputs_not_persisted,-0.078125,0.0
