group_id,route,domain,gold_count,unique_gold_A,step,order,gold_count_bin,unique_gold_A_bin,stage,group_position,baseline_primary_reward_mean,baseline_primary_reward_std,baseline_zero_std,baseline_all_zero,baseline_Exact,baseline_AB,baseline_A,baseline_Beam_invalid,dsr_primary_reward_mean,dsr_primary_reward_std,dsr_zero_std,dsr_all_zero,dsr_Exact,dsr_AB,dsr_A,dsr_Beam_invalid,baseline_rollout_reward_mean,baseline_rollout_reward_std,baseline_rollout_zero_std_ratio,baseline_rollout_invalid_outputs,dsr_rollout_reward_mean,dsr_rollout_reward_std,dsr_rollout_zero_std_ratio,dsr_rollout_invalid_outputs,direct_group_provenance,Raw_N,Grounded_N,Coverage,Raw_Grounded_gap,D_cot,S_cot,S_prefix,S_explore,S_dead,S_aux,A_aux,DSR_branch,think_candidate_coverage_provenance,A_concentration,Gold_A_hit,Gold_AB_hit,Exact_hit,rescue_active,lambda_A,K_A_concentration,frequency_weights,rescue_coefficient
250a3d362a435a78563c1803b3a970a78ef53e385d06da4399ae39f16462db87,think,prod,2,2,38,20,1-2,2,0-50,1,,,,,,,,,,,,,,,,,1.6796875,0.8447214961051941,0.25,0,1.46484375,1.03253173828125,0.5,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
5ec2693b07a4d5599519e12866edb4fff0b11acfda833b2d773eeeef0c77e0ee,think,prod,2,2,38,20,1-2,2,0-50,2,,,,,,,,,,,,,,,,,1.6796875,0.8447214961051941,0.25,0,1.46484375,1.03253173828125,0.5,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
34e816613902361478cba0e069db7867edd3af328e296e98fcba13e3927467a6,think,prod,2,1,38,20,1-2,1,0-50,3,,,,,,,,,,,,,,,,,1.6796875,0.8447214961051941,0.25,0,1.46484375,1.03253173828125,0.5,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
d05fa0bdabcdbfdf757af0e76860078cfe741d3f8aaf30d12263d4238eaec977,no_think,living,2,1,40,21,1-2,1,0-50,0,,,,,,,,,,,,,,,,,-0.0625,0.0625,0.5,,0.09375,0.38044196367263794,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.125,,,,False,0.1,0.125,"[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]",0.0
9596e234be106d47cc72469c7d6f369c3eb61bb3d70b077b03a75145722af102,no_think,prod,2,2,40,21,1-2,2,0-50,1,,,,,,,,,,,,,,,,,-0.0625,0.0625,0.5,,0.09375,0.38044196367263794,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.5,,,,False,0.1,0.5,"[0.5,0.125,0.5,0.25,0.5,0.125,0.25,0.5]",0.0
9c74573db99c6e434ffde6208164113e4f3f7b126d86e2f1ce3c10405744c5ff,no_think,living,2,2,42,22,1-2,2,0-50,0,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,-0.0625,0.10185523331165314,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.25,,,,False,0.1,0.25,"[0.125,0.25,0.125,0.25,0.25,0.125,0.125,0.25]",0.0
d877f76968ff1321282fb8d165ba6c8faade6b0413ad1b8a2404d77060502f96,no_think,ad,2,2,42,22,1-2,2,0-50,1,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,-0.0625,0.10185523331165314,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.25,,,,False,0.1,0.25,"[0.125,0.125,0.125,0.25,0.125,0.125,0.125,0.25]",0.0
8002d0daf096df8e5d36f940e1df8a0c7966ee594ea20a785077fb59d21ebaa4,no_think,video,20,20,44,23,5+,3+,0-50,0,,,,,,,,,,,,,,,,,0.40625,0.58274906873703,0.0,,0.0,0.13680630922317505,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.25,,,,False,0.2,0.25,"[0.125,0.25,0.25,0.125,0.125,0.25,0.25,0.125]",0.0
250a3d362a435a78563c1803b3a970a78ef53e385d06da4399ae39f16462db87,no_think,prod,2,2,44,23,1-2,2,0-50,1,,,,,,,,,,,,,,,,,0.40625,0.58274906873703,0.0,,0.0,0.13680630922317505,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.25,,,,False,0.1,0.25,"[0.125,0.125,0.125,0.125,0.125,0.25,0.25,0.125]",0.0
5ec2693b07a4d5599519e12866edb4fff0b11acfda833b2d773eeeef0c77e0ee,no_think,prod,2,2,46,24,1-2,2,0-50,0,,,,,,,,,,,,,,,,,0.03125,0.08267972618341446,0.5,,-0.015625,0.04133986309170723,0.5,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.125,,,,False,0.1,0.125,"[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]",0.0
34e816613902361478cba0e069db7867edd3af328e296e98fcba13e3927467a6,no_think,prod,2,1,46,24,1-2,1,0-50,1,,,,,,,,,,,,,,,,,0.03125,0.08267972618341446,0.5,,-0.015625,0.04133986309170723,0.5,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.375,,,,True,0.1,0.375,"[0.375,0.375,0.25,0.375,0.375,0.375,0.25,0.375]",0.037500000000000006
11a57e312d2c7f3e03d01b95a625c8337800d26324e465d38d7ed90edd1e6d6a,think,ad,2,2,48,25,1-2,2,0-50,0,,,,,,,,,,,,,,,,,0.390625,0.14368988573551178,0.25,0,0.859375,0.9014621376991272,0.5,0,unavailable:only_rollout_aggregate,3.0,3.0,1.0,0.0,1.0,1.0,0.014584077361972545,0.3628258334775646,0.3628258334775646,1.0,0.5772169828414917,,observed_directly:dsr_trace_first2,,,,,,,,,
692ee70e3d40a0ad80f7de5c3f8d952d124436bbb2670650253c5c2c7ec06ba6,think,video,20,17,48,25,5+,3+,0-50,1,,,,,,,,,,,,,,,,,0.390625,0.14368988573551178,0.25,0,0.859375,0.9014621376991272,0.5,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
c99520fb0adeb26bb7ce03058378bcd8ae48e7a91a0ad1cab5cda5c2d6ca2892,think,video,14,13,48,25,5+,3+,0-50,2,,,,,,,,,,,,,,,,,0.390625,0.14368988573551178,0.25,0,0.859375,0.9014621376991272,0.5,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
a55246db8669642cf82a1120a55a6c75322cae3d270ff741e38e008daa00e66f,think,ad,2,2,48,25,1-2,2,0-50,3,,,,,,,,,,,,,,,,,0.390625,0.14368988573551178,0.25,0,0.859375,0.9014621376991272,0.5,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
df50c73a722cb3468599aec7a089f55d6ceed818434b1e75b53d048825bbfc2d,think,prod,2,2,50,26,1-2,2,50-100,0,,,,,,,,,,,,,,,,,0.46875,0.4291265904903412,0.5,0,0.125,0.0,1.0,5,unavailable:only_rollout_aggregate,4.0,3.5,0.875,0.5,1.0,1.0,0.0,0.375573666554577,0.375573666554577,0.7502294666218308,-0.9719676971435547,,observed_directly:dsr_trace_first2,,,,,,,,,
aa3eae300742dbbbff0e43690309f5dd9083bdfbfbcd21a7e19879a4d1789002,think,video,12,12,50,26,5+,3+,50-100,1,,,,,,,,,,,,,,,,,0.46875,0.4291265904903412,0.5,0,0.125,0.0,1.0,5,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
f5549a85bdea0ba7467c2eb6e3a385ba121bced86724006d04f03f02b8f055d9,think,ad,2,2,50,26,1-2,2,50-100,2,,,,,,,,,,,,,,,,,0.46875,0.4291265904903412,0.5,0,0.125,0.0,1.0,5,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
c4ea09d4400aea93378a91d8674ef0f4061c9ac68593a6f65230aa829ded8fa8,think,ad,2,2,50,26,1-2,2,50-100,3,,,,,,,,,,,,,,,,,0.46875,0.4291265904903412,0.5,0,0.125,0.0,1.0,5,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
11a57e312d2c7f3e03d01b95a625c8337800d26324e465d38d7ed90edd1e6d6a,no_think,ad,2,2,52,27,1-2,2,50-100,0,,,,,,,,,,,,,,,,,-0.078125,0.17837810516357422,0.0,,0.0,0.18708015978336334,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.25,,,,False,0.1,0.25,"[0.125,0.25,0.125,0.125,0.25,0.25,0.125,0.25]",0.0
692ee70e3d40a0ad80f7de5c3f8d952d124436bbb2670650253c5c2c7ec06ba6,no_think,video,20,17,52,27,5+,3+,50-100,1,,,,,,,,,,,,,,,,,-0.078125,0.17837810516357422,0.0,,0.0,0.18708015978336334,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.25,,,,False,0.2,0.25,"[0.25,0.125,0.125,0.125,0.125,0.125,0.25,0.125]",0.0
c99520fb0adeb26bb7ce03058378bcd8ae48e7a91a0ad1cab5cda5c2d6ca2892,no_think,video,14,13,54,28,5+,3+,50-100,0,,,,,,,,,,,,,,,,,-0.078125,0.06051536649465561,0.5,,0.140625,0.23690882325172424,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.25,,,,False,0.2,0.25,"[0.125,0.125,0.125,0.25,0.25,0.125,0.25,0.25]",0.0
a55246db8669642cf82a1120a55a6c75322cae3d270ff741e38e008daa00e66f,no_think,ad,2,2,54,28,1-2,2,50-100,1,,,,,,,,,,,,,,,,,-0.078125,0.06051536649465561,0.5,,0.140625,0.23690882325172424,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.125,,,,False,0.1,0.125,"[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]",0.0
df50c73a722cb3468599aec7a089f55d6ceed818434b1e75b53d048825bbfc2d,no_think,prod,2,2,56,29,1-2,2,50-100,0,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,-0.078125,0.1146419495344162,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.25,,,,False,0.1,0.25,"[0.125,0.25,0.25,0.125,0.25,0.25,0.125,0.125]",0.0
aa3eae300742dbbbff0e43690309f5dd9083bdfbfbcd21a7e19879a4d1789002,no_think,video,12,12,56,29,5+,3+,50-100,1,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,-0.078125,0.1146419495344162,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.25,,,,False,0.2,0.25,"[0.125,0.25,0.125,0.125,0.125,0.25,0.125,0.125]",0.0
f5549a85bdea0ba7467c2eb6e3a385ba121bced86724006d04f03f02b8f055d9,no_think,ad,2,2,58,30,1-2,2,50-100,0,,,,,,,,,,,,,,,,,-0.078125,0.10383985936641693,0.0,,0.125,0.4389720857143402,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.125,,,,False,0.1,0.125,"[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]",0.0
c4ea09d4400aea93378a91d8674ef0f4061c9ac68593a6f65230aa829ded8fa8,no_think,ad,2,2,58,30,1-2,2,50-100,1,,,,,,,,,,,,,,,,,-0.078125,0.10383985936641693,0.0,,0.125,0.4389720857143402,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.5,,,,False,0.1,0.5,"[0.5,0.5,0.5,0.125,0.125,0.125,0.125,0.5]",0.0
180d72cb9abef356ef18c23b0a117cc5e81213bbb2c43d6112fd2e6525d9d9b4,think,video,11,8,60,31,5+,3+,50-100,0,,,,,,,,,,,,,,,,,6.984375,0.6924842596054077,0.25,0,7.404296875,0.7046883702278137,0.25,0,unavailable:only_rollout_aggregate,4.0,4.0,1.0,0.0,1.0,1.0,0.06492262780035143,0.5646367581964022,0.5646367581964022,1.0,0.5694596171379089,,observed_directly:dsr_trace_first2,,,,,,,,,
66561dcf95599497fea325b3378e368d0555780b44dafe9118631a7883033ad4,think,video,20,17,60,31,5+,3+,50-100,1,,,,,,,,,,,,,,,,,6.984375,0.6924842596054077,0.25,0,7.404296875,0.7046883702278137,0.25,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
1f2d2de1c323f1863e8693af194090d64e964fb093192e949f5c3302b53ae11c,think,video,14,13,60,31,5+,3+,50-100,2,,,,,,,,,,,,,,,,,6.984375,0.6924842596054077,0.25,0,7.404296875,0.7046883702278137,0.25,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
ec56a1e8978080a6827d8d69ba6fbdc2636b69d38e3a3bdd206afd37b559fa58,think,video,14,14,60,31,5+,3+,50-100,3,,,,,,,,,,,,,,,,,6.984375,0.6924842596054077,0.25,0,7.404296875,0.7046883702278137,0.25,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
fb138440382f311d56bb73075de66e7af9e278fd1d14a7f74d8e3164e471251a,think,living,3,1,62,32,3-4,1,50-100,0,,,,,,,,,,,,,,,,,2.21875,0.8265465497970581,0.5,0,1.125,0.49864986538887024,0.0,0,unavailable:only_rollout_aggregate,4.0,4.0,1.0,0.0,0.9583333333333333,0.9791666666666666,0.12732943773398803,0.30102744306845775,0.2939754105274396,0.9791666666666666,-0.29977643489837646,,observed_directly:dsr_trace_first2,,,,,,,,,
410a19b84e6f4787289a2e5a4707c73e979950dcebf0e1429c1289520de282f0,think,video,14,11,62,32,5+,3+,50-100,1,,,,,,,,,,,,,,,,,2.21875,0.8265465497970581,0.5,0,1.125,0.49864986538887024,0.0,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
b26427cac5596811541b97f1edbcf69f9a5417556ebcbafad7486cd8c55a8e5e,think,video,12,10,62,32,5+,3+,50-100,2,,,,,,,,,,,,,,,,,2.21875,0.8265465497970581,0.5,0,1.125,0.49864986538887024,0.0,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
b5bcc2d9e959fc4448cccbb2e31d1431b1a3959c3448f18265fda3f713cd8344,think,ad,3,3,62,32,3-4,3+,50-100,3,,,,,,,,,,,,,,,,,2.21875,0.8265465497970581,0.5,0,1.125,0.49864986538887024,0.0,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
180d72cb9abef356ef18c23b0a117cc5e81213bbb2c43d6112fd2e6525d9d9b4,no_think,video,11,8,64,33,5+,3+,50-100,0,,,,,,,,,,,,,,,,,0.765625,1.6394273042678833,0.0,,0.25,0.4533684551715851,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.25,,,,False,0.2,0.25,"[0.125,0.125,0.125,0.125,0.125,0.25,0.25,0.125]",0.0
66561dcf95599497fea325b3378e368d0555780b44dafe9118631a7883033ad4,no_think,video,20,17,64,33,5+,3+,50-100,1,,,,,,,,,,,,,,,,,0.765625,1.6394273042678833,0.0,,0.25,0.4533684551715851,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.25,,,,False,0.2,0.25,"[0.125,0.125,0.25,0.125,0.125,0.125,0.25,0.125]",0.0
1f2d2de1c323f1863e8693af194090d64e964fb093192e949f5c3302b53ae11c,no_think,video,14,13,66,34,5+,3+,50-100,0,,,,,,,,,,,,,,,,,0.15625,0.4631216824054718,0.0,,0.28125,0.46901601552963257,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.125,,,,False,0.2,0.125,"[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]",0.0
ec56a1e8978080a6827d8d69ba6fbdc2636b69d38e3a3bdd206afd37b559fa58,no_think,video,14,14,66,34,5+,3+,50-100,1,,,,,,,,,,,,,,,,,0.15625,0.4631216824054718,0.0,,0.28125,0.46901601552963257,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.375,,,,False,0.2,0.375,"[0.375,0.125,0.125,0.125,0.125,0.375,0.375,0.125]",0.0
fb138440382f311d56bb73075de66e7af9e278fd1d14a7f74d8e3164e471251a,no_think,living,3,1,68,35,3-4,1,50-100,0,,,,,,,,,,,,,,,,,0.0,0.2134561836719513,0.0,,1.0625,1.7846567630767822,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.375,,,,False,0.1,0.375,"[0.125,0.25,0.125,0.25,0.375,0.375,0.125,0.375]",0.0
410a19b84e6f4787289a2e5a4707c73e979950dcebf0e1429c1289520de282f0,no_think,video,14,11,68,35,5+,3+,50-100,1,,,,,,,,,,,,,,,,,0.0,0.2134561836719513,0.0,,1.0625,1.7846567630767822,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.25,,,,False,0.2,0.25,"[0.125,0.125,0.125,0.125,0.25,0.25,0.125,0.125]",0.0
b26427cac5596811541b97f1edbcf69f9a5417556ebcbafad7486cd8c55a8e5e,no_think,video,12,10,70,36,5+,3+,50-100,0,,,,,,,,,,,,,,,,,0.015625,0.20583125948905945,0.0,,-0.015625,0.1495930403470993,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.25,,,,False,0.2,0.25,"[0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.25]",0.0
b5bcc2d9e959fc4448cccbb2e31d1431b1a3959c3448f18265fda3f713cd8344,no_think,ad,3,3,70,36,3-4,3+,50-100,1,,,,,,,,,,,,,,,,,0.015625,0.20583125948905945,0.0,,-0.015625,0.1495930403470993,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.375,,,,False,0.2,0.375,"[0.125,0.125,0.375,0.125,0.125,0.375,0.375,0.125]",0.0
54e17ccf183d3b93b60a98bb05409ca1034c82137aa40d1e0f88e42abd197834,think,ad,2,2,72,37,1-2,2,50-100,0,,,,,,,,,,,,,,,,,3.453125,1.0728164911270142,0.25,0,2.53125,0.05412658676505089,0.75,0,unavailable:only_rollout_aggregate,4.0,4.0,1.0,0.0,1.0,1.0,0.02916815472394509,0.5992940135590925,0.5992940135590925,0.4175008928343671,0.5580198764801025,,observed_directly:dsr_trace_first2,,,,,,,,,
971a74d7b029c7239e78a3616dce4a3f87148de1a06572dc3d7f746237aa899e,think,ad,2,2,72,37,1-2,2,50-100,1,,,,,,,,,,,,,,,,,3.453125,1.0728164911270142,0.25,0,2.53125,0.05412658676505089,0.75,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
e9ac0fcfff95f5229787ee4666e611a8405cd3f1e4b1079e19ec138122104909,think,ad,4,3,72,37,3-4,3+,50-100,2,,,,,,,,,,,,,,,,,3.453125,1.0728164911270142,0.25,0,2.53125,0.05412658676505089,0.75,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
c765a7392fced4fd475192d07312352f6e4537babe9306a653ed8d61b66e34a5,think,video,15,15,72,37,5+,3+,50-100,3,,,,,,,,,,,,,,,,,3.453125,1.0728164911270142,0.25,0,2.53125,0.05412658676505089,0.75,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
4449170b272f400eb1fc0bd5f1afd2911ac9bcfcd7d0cc7d49ddc3fb13d413e3,think,prod,2,2,74,38,1-2,2,50-100,0,,,,,,,,,,,,,,,,,1.1875,0.75,0.75,1,0.796875,0.29769623279571533,0.25,0,unavailable:only_rollout_aggregate,3.5,3.5,1.0,0.0,1.0,1.0,0.020625,0.022957395851362236,0.022957395851362236,1.0,0.0,,observed_directly:dsr_trace_first2,,,,,,,,,
f5953a468618a9d3da7122971e816da8ad9a9be8913c727272c2bde259df7c03,think,prod,2,2,74,38,1-2,2,50-100,1,,,,,,,,,,,,,,,,,1.1875,0.75,0.75,1,0.796875,0.29769623279571533,0.25,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
0eddc931ff5609d00efbc1357da1c62d44400ab7df83cfde0c20b8edd9c630c3,think,living,2,2,74,38,1-2,2,50-100,2,,,,,,,,,,,,,,,,,1.1875,0.75,0.75,1,0.796875,0.29769623279571533,0.25,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
049a591648d54ec93e7877a7b20f5314eeec0da2993646419239308d0f41f65c,think,living,2,1,74,38,1-2,1,50-100,3,,,,,,,,,,,,,,,,,1.1875,0.75,0.75,1,0.796875,0.29769623279571533,0.25,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
54e17ccf183d3b93b60a98bb05409ca1034c82137aa40d1e0f88e42abd197834,no_think,ad,2,2,76,39,1-2,2,50-100,0,,,,,,,,,,,,,,,,,0.796875,1.4298863410949707,0.0,,0.640625,1.3460040092468262,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.375,,,,False,0.1,0.375,"[0.125,0.375,0.375,0.125,0.125,0.125,0.375,0.125]",0.0
971a74d7b029c7239e78a3616dce4a3f87148de1a06572dc3d7f746237aa899e,no_think,ad,2,2,76,39,1-2,2,50-100,1,,,,,,,,,,,,,,,,,0.796875,1.4298863410949707,0.0,,0.640625,1.3460040092468262,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.375,,,,False,0.1,0.375,"[0.125,0.375,0.375,0.375,0.375,0.375,0.125,0.375]",0.0
e9ac0fcfff95f5229787ee4666e611a8405cd3f1e4b1079e19ec138122104909,no_think,ad,4,3,78,40,3-4,3+,50-100,0,0.09375,0.24803918541230538,False,False,0,0,0,,0.3125,0.24206145913796356,False,False,0,0,0,,0.0,0.1845349669456482,0.0,,0.15625,0.2292838990688324,0.0,,observed_directly:trace_every20,,,,,,,,,,,,,,0.625,True,False,False,False,0.2,0.625,"[0.625,0.125,0.625,0.125,0.625,0.625,0.125,0.625]",0.0
c765a7392fced4fd475192d07312352f6e4537babe9306a653ed8d61b66e34a5,no_think,video,15,15,78,40,5+,3+,50-100,1,,,,,,,,,,,,,,,,,0.0,0.1845349669456482,0.0,,0.15625,0.2292838990688324,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.125,,,,False,0.2,0.125,"[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]",0.0
4449170b272f400eb1fc0bd5f1afd2911ac9bcfcd7d0cc7d49ddc3fb13d413e3,no_think,prod,2,2,80,41,1-2,2,50-100,0,,,,,,,,,,,,,,,,,0.046875,0.22587481141090393,0.0,,0.0625,0.25,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.125,,,,False,0.1,0.125,"[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]",0.0
f5953a468618a9d3da7122971e816da8ad9a9be8913c727272c2bde259df7c03,no_think,prod,2,2,80,41,1-2,2,50-100,1,,,,,,,,,,,,,,,,,0.046875,0.22587481141090393,0.0,,0.0625,0.25,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.5,,,,False,0.1,0.5,"[0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.5]",0.0
0eddc931ff5609d00efbc1357da1c62d44400ab7df83cfde0c20b8edd9c630c3,no_think,living,2,2,82,42,1-2,2,50-100,0,,,,,,,,,,,,,,,,,-0.0625,0.1530931144952774,0.5,,0.046875,0.2241312712430954,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.25,,,,False,0.1,0.25,"[0.25,0.25,0.25,0.125,0.125,0.25,0.25,0.25]",0.0
049a591648d54ec93e7877a7b20f5314eeec0da2993646419239308d0f41f65c,no_think,living,2,1,82,42,1-2,1,50-100,1,,,,,,,,,,,,,,,,,-0.0625,0.1530931144952774,0.5,,0.046875,0.2241312712430954,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.25,,,,False,0.1,0.25,"[0.125,0.125,0.25,0.125,0.125,0.125,0.25,0.125]",0.0
3e91e08a7bc05fa1612f2d9b8fe2d95b6e035debc995f2cc6447c17c7d15182f,think,video,17,11,84,43,5+,3+,50-100,0,,,,,,,,,,,,,,,,,0.40625,0.16237975656986237,0.5,0,1.4375,1.2365741729736328,0.25,2,unavailable:only_rollout_aggregate,3.0,3.0,1.0,0.0,1.0,1.0,0.01757084145106113,0.2505104585722083,0.2505104585722083,1.0,0.0,,observed_directly:dsr_trace_first2,,,,,,,,,
809ef03bd9265d7fb5680211aa1c59b55b147bda8aac79d2270f40e021b80804,think,video,20,16,84,43,5+,3+,50-100,1,,,,,,,,,,,,,,,,,0.40625,0.16237975656986237,0.5,0,1.4375,1.2365741729736328,0.25,2,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
d0847b2c76f55358e794e14ca456a5bd2688c3d286e6c31f2a17d08128d20479,think,ad,2,2,84,43,1-2,2,50-100,2,,,,,,,,,,,,,,,,,0.40625,0.16237975656986237,0.5,0,1.4375,1.2365741729736328,0.25,2,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
c2a167b7e6891c128e39b05820dd9e93931dfd00f3c9d9dd5d6935e512636d01,think,prod,2,2,84,43,1-2,2,50-100,3,,,,,,,,,,,,,,,,,0.40625,0.16237975656986237,0.5,0,1.4375,1.2365741729736328,0.25,2,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
9ec8bb893646f73b028db73987f15664f0d6bca63ea55b606828c8fc025f86b5,think,video,15,15,86,44,5+,3+,50-100,0,,,,,,,,,,,,,,,,,0.078125,0.08118987828493118,0.75,1,0.21875,0.09375,0.5,0,unavailable:only_rollout_aggregate,4.0,3.0,0.75,1.0,1.0,1.0,0.0046945436482630064,0.022957395851362236,0.022957395851362236,1.0,0.0,,observed_directly:dsr_trace_first2,,,,,,,,,
e666ffaed3823a149debfda15481a51d75015803e9b5e36f84c68307aa23dee5,think,video,12,12,86,44,5+,3+,50-100,1,,,,,,,,,,,,,,,,,0.078125,0.08118987828493118,0.75,1,0.21875,0.09375,0.5,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
7322361402c096d38ae72919053734e0d3d2b2fa851aaaa5e5d14dc0055eb435,think,ad,2,1,86,44,1-2,1,50-100,2,,,,,,,,,,,,,,,,,0.078125,0.08118987828493118,0.75,1,0.21875,0.09375,0.5,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
f1668ca638673a7c5e3562fb259c9c65fd121476c9cecf1d4e52b6100549f7cf,think,prod,3,1,86,44,3-4,1,50-100,3,,,,,,,,,,,,,,,,,0.078125,0.08118987828493118,0.75,1,0.21875,0.09375,0.5,0,unavailable:only_rollout_aggregate,,,,,,,,,,,,,unavailable,,,,,,,,,
3e91e08a7bc05fa1612f2d9b8fe2d95b6e035debc995f2cc6447c17c7d15182f,no_think,video,17,11,88,45,5+,3+,50-100,0,,,,,,,,,,,,,,,,,0.3125,0.4795325994491577,0.0,,0.234375,0.4444631040096283,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.25,,,,False,0.2,0.25,"[0.125,0.25,0.25,0.25,0.125,0.25,0.125,0.125]",0.0
809ef03bd9265d7fb5680211aa1c59b55b147bda8aac79d2270f40e021b80804,no_think,video,20,16,88,45,5+,3+,50-100,1,,,,,,,,,,,,,,,,,0.3125,0.4795325994491577,0.0,,0.234375,0.4444631040096283,0.0,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.125,,,,False,0.2,0.125,"[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]",0.0
d0847b2c76f55358e794e14ca456a5bd2688c3d286e6c31f2a17d08128d20479,no_think,ad,2,2,90,46,1-2,2,50-100,0,,,,,,,,,,,,,,,,,0.046875,0.23021139204502106,0.0,,0.03125,0.17399263381958008,0.5,,unavailable:only_rollout_aggregate,,,,,,,,,,,,,,0.25,,,,False,0.1,0.25,"[0.25,0.125,0.125,0.125,0.125,0.125,0.25,0.125]",0.0
