source,route,domain,gold_count,reward_pattern,rewards,current_adv,exact_floor_adv,exact_clamp_adv,current_abs_sum,floor_abs_sum,clamp_abs_sum
DSR_Simple_training,nothink,ad,2,ALL_ZERO,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,0.0
DSR_Simple_training,nothink,video,11,ALL_ZERO,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,0.0
DSR_Simple_training,nothink,prod,2,SINGLE_EXACT,"[8.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0]","[2.64439846268046,-0.3643393437470856,-0.3643393437470856,-0.3643393437470856,-0.3643393437470856,-0.4583624001979464,-0.3643393437470856,-0.3643393437470856]","[0.87890625,-0.12109375,-0.12109375,-0.12109375,-0.12109375,-0.15234375,-0.12109375,-0.12109375]","[0.87890625,-0.12109375,-0.12109375,-0.12109375,-0.12109375,-0.15234375,-0.12109375,-0.12109375]",5.288796925360919,1.7578125,1.7578125
DSR_Simple_training,nothink,ad,2,A_ONLY,"[0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[2.6441522780688524,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218]","[0.0546875,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125]","[0.0546875,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125]",5.288304556137704,0.109375,0.109375
DSR_Simple_training,nothink,prod,2,A_ONLY,"[0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5]","[-0.9996001599360256,-0.9996001599360256,0.9996001599360256,-0.9996001599360256,0.9996001599360256,-0.9996001599360256,0.9996001599360256,0.9996001599360256]","[-0.03125,-0.03125,0.03125,-0.03125,0.03125,-0.03125,0.03125,0.03125]","[-0.03125,-0.03125,0.03125,-0.03125,0.03125,-0.03125,0.03125,0.03125]",7.996801279488204,0.25,0.25
DSR_Simple_training,nothink,video,13,AB_SIGNAL,"[0.0,2.0,0.5,0.0,0.0,0.5,0.0,0.0]","[-0.5772613939839699,2.501466040597203,0.19242046466132331,-0.5772613939839699,-0.5772613939839699,0.19242046466132331,-0.5772613939839699,-0.5772613939839699]","[-0.046875,0.203125,0.015625,-0.046875,-0.046875,0.015625,-0.046875,-0.046875]","[-0.046875,0.203125,0.015625,-0.046875,-0.046875,0.015625,-0.046875,-0.046875]",5.772613939839699,0.46875,0.46875
DSR_Simple_training,nothink,prod,2,ALL_ZERO,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,0.0
DSR_Simple_training,nothink,prod,4,ALL_ZERO,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,0.0
DSR_Simple_training,nothink,ad,3,A_ONLY,"[0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5]","[-0.577083725634154,-0.577083725634154,1.7312511769024619,-0.577083725634154,-0.577083725634154,-0.577083725634154,-0.577083725634154,1.7312511769024619]","[-0.015625,-0.015625,0.046875,-0.015625,-0.015625,-0.015625,-0.015625,0.046875]","[-0.015625,-0.015625,0.046875,-0.015625,-0.015625,-0.015625,-0.015625,0.046875]",6.9250047076098475,0.1875,0.1875
DSR_Simple_training,nothink,video,11,A_ONLY,"[0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0]","[-0.577083725634154,1.7312511769024619,1.7312511769024619,-0.577083725634154,-0.577083725634154,-0.577083725634154,-0.577083725634154,-0.577083725634154]","[-0.015625,0.046875,0.046875,-0.015625,-0.015625,-0.015625,-0.015625,-0.015625]","[-0.015625,0.046875,0.046875,-0.015625,-0.015625,-0.015625,-0.015625,-0.015625]",6.925004707609846,0.1875,0.1875
DSR_Simple_training,nothink,ad,2,A_ONLY,"[0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5]","[-0.7742768013847241,-0.7742768013847241,-0.7742768013847241,-0.7742768013847241,-0.7742768013847241,1.290461335641207,1.290461335641207,1.290461335641207]","[-0.0234375,-0.0234375,-0.0234375,-0.0234375,-0.0234375,0.0390625,0.0390625,0.0390625]","[-0.0234375,-0.0234375,-0.0234375,-0.0234375,-0.0234375,0.0390625,0.0390625,0.0390625]",7.7427680138472414,0.234375,0.234375
DSR_Simple_training,nothink,prod,2,MULTI_EXACT,"[0.0,0.5,8.0,0.5,8.0,0.0,8.0,0.5]","[-0.8538999476872337,-0.7199548578539421,1.2892214896454313,-0.7199548578539421,1.2892214896454313,-0.8538999476872337,1.2892214896454313,-0.7199548578539421]","[-0.3984375,-0.3359375,0.6015625,-0.3359375,0.6015625,-0.3984375,0.6015625,-0.3359375]","[-0.3984375,-0.3359375,0.6015625,-0.3359375,0.6015625,-0.3984375,0.6015625,-0.3359375]",7.735328937872588,3.609375,3.609375
DSR_Simple_training,nothink,prod,2,ALL_ZERO,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,0.0
DSR_Simple_training,nothink,prod,2,MULTI_EXACT,"[0.5,8.0,8.0,8.0,8.0,8.0,8.0,0.5]","[-1.731997475877734,0.5773324919592446,0.5773324919592446,0.5773324919592446,0.5773324919592446,0.5773324919592446,0.5773324919592446,-1.731997475877734]","[-0.703125,0.234375,0.234375,0.234375,0.234375,0.234375,0.234375,-0.703125]","[-0.703125,0.234375,0.234375,0.234375,0.234375,0.234375,0.234375,-0.703125]",6.927989903510936,2.8125,2.8125
DSR_Simple_training,nothink,video,11,A_ONLY,"[0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5]","[-0.577083725634154,-0.577083725634154,-0.577083725634154,-0.577083725634154,-0.577083725634154,1.7312511769024619,-0.577083725634154,1.7312511769024619]","[-0.015625,-0.015625,-0.015625,-0.015625,-0.015625,0.046875,-0.015625,0.046875]","[-0.015625,-0.015625,-0.015625,-0.015625,-0.015625,0.046875,-0.015625,0.046875]",6.9250047076098475,0.1875,0.1875
DSR_Simple_training,nothink,prod,3,A_ONLY,"[0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5]","[-0.7742768013847241,-0.7742768013847241,-0.7742768013847241,-0.7742768013847241,-0.7742768013847241,1.290461335641207,1.290461335641207,1.290461335641207]","[-0.0234375,-0.0234375,-0.0234375,-0.0234375,-0.0234375,0.0390625,0.0390625,0.0390625]","[-0.0234375,-0.0234375,-0.0234375,-0.0234375,-0.0234375,0.0390625,0.0390625,0.0390625]",7.7427680138472414,0.234375,0.234375
DSR_Simple_training,nothink,prod,5,A_ONLY,"[0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5]","[-0.577083725634154,1.7312511769024619,-0.577083725634154,-0.577083725634154,-0.577083725634154,-0.577083725634154,-0.577083725634154,1.7312511769024619]","[-0.015625,0.046875,-0.015625,-0.015625,-0.015625,-0.015625,-0.015625,0.046875]","[-0.015625,0.046875,-0.015625,-0.015625,-0.015625,-0.015625,-0.015625,0.046875]",6.9250047076098475,0.1875,0.1875
DSR_Simple_training,nothink,ad,3,A_ONLY,"[0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0]","[-0.3777360397241218,2.6441522780688524,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218]","[-0.0078125,0.0546875,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125]","[-0.0078125,0.0546875,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125]",5.288304556137704,0.109375,0.109375
DSR_Simple_training,nothink,prod,8,SINGLE_EXACT,"[0.0,2.0,0.0,2.0,0.0,0.0,8.0,0.5]","[-0.6086470897769881,0.1704211851375567,-0.6086470897769881,0.1704211851375567,-0.6086470897769881,-0.6086470897769881,2.507626009881191,-0.4138800210483519]","[-0.1953125,0.0546875,-0.1953125,0.0546875,-0.1953125,-0.1953125,0.8046875,-0.1328125]","[-0.1953125,0.0546875,-0.1953125,0.0546875,-0.1953125,-0.1953125,0.8046875,-0.1328125]",5.696936760312609,1.828125,1.828125
DSR_Simple_training,nothink,video,11,A_ONLY,"[0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0]","[-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,2.6441522780688524,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218]","[-0.0078125,-0.0078125,-0.0078125,-0.0078125,0.0546875,-0.0078125,-0.0078125,-0.0078125]","[-0.0078125,-0.0078125,-0.0078125,-0.0078125,0.0546875,-0.0078125,-0.0078125,-0.0078125]",5.288304556137704,0.109375,0.109375
DSR_Simple_training,nothink,video,14,A_ONLY,"[0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0]","[-0.577083725634154,-0.577083725634154,1.7312511769024619,-0.577083725634154,-0.577083725634154,1.7312511769024619,-0.577083725634154,-0.577083725634154]","[-0.015625,-0.015625,0.046875,-0.015625,-0.015625,0.046875,-0.015625,-0.015625]","[-0.015625,-0.015625,0.046875,-0.015625,-0.015625,0.046875,-0.015625,-0.015625]",6.9250047076098475,0.1875,0.1875
DSR_Simple_training,nothink,video,12,ALL_ZERO,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,0.0
DSR_Simple_training,nothink,living,3,SINGLE_EXACT,"[0.0,0.0,0.5,0.0,0.5,8.0,0.0,0.0]","[-0.43150042024755897,-0.43150042024755897,-0.2397224556930883,-0.43150042024755897,-0.2397224556930883,2.6369470126239714,-0.43150042024755897,-0.43150042024755897]","[-0.140625,-0.140625,-0.078125,-0.140625,-0.078125,0.859375,-0.140625,-0.140625]","[-0.140625,-0.140625,-0.078125,-0.140625,-0.078125,0.859375,-0.140625,-0.140625]",5.273894025247944,1.71875,1.71875
DSR_Simple_training,nothink,video,15,A_ONLY,"[0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0]","[-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,2.6441522780688524,-0.3777360397241218,-0.3777360397241218]","[-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,0.0546875,-0.0078125,-0.0078125]","[-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,0.0546875,-0.0078125,-0.0078125]",5.288304556137704,0.109375,0.109375
DSR_Simple_training,nothink,living,2,A_ONLY,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5]","[-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,2.6441522780688524]","[-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,0.0546875]","[-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,0.0546875]",5.288304556137705,0.109375,0.109375
DSR_Simple_training,nothink,ad,2,ALL_ZERO,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,0.0
DSR_Simple_training,nothink,video,11,A_ONLY,"[0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0]","[-0.577083725634154,1.7312511769024619,-0.577083725634154,-0.577083725634154,-0.577083725634154,-0.577083725634154,1.7312511769024619,-0.577083725634154]","[-0.015625,0.046875,-0.015625,-0.015625,-0.015625,-0.015625,0.046875,-0.015625]","[-0.015625,0.046875,-0.015625,-0.015625,-0.015625,-0.015625,0.046875,-0.015625]",6.9250047076098475,0.1875,0.1875
DSR_Simple_training,nothink,ad,2,ALL_ZERO,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,0.0
DSR_Simple_training,nothink,ad,2,A_ONLY,"[0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5]","[-0.577083725634154,-0.577083725634154,1.7312511769024619,-0.577083725634154,-0.577083725634154,-0.577083725634154,-0.577083725634154,1.7312511769024619]","[-0.015625,-0.015625,0.046875,-0.015625,-0.015625,-0.015625,-0.015625,0.046875]","[-0.015625,-0.015625,0.046875,-0.015625,-0.015625,-0.015625,-0.015625,0.046875]",6.9250047076098475,0.1875,0.1875
DSR_Simple_training,nothink,ad,2,ALL_ZERO,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,0.0
DSR_Simple_training,nothink,ad,2,MULTI_EXACT,"[0.5,8.0,0.5,0.0,0.0,8.0,8.0,0.0]","[-0.6942202249824876,1.2892661321103343,-0.6942202249824876,-0.8264526487886757,-0.8264526487886757,1.2892661321103343,1.2892661321103343,-0.8264526487886757]","[-0.328125,0.609375,-0.328125,-0.390625,-0.390625,0.609375,0.609375,-0.390625]","[-0.328125,0.609375,-0.328125,-0.390625,-0.390625,0.609375,0.609375,-0.390625]",7.735596792662006,3.65625,3.65625
DSR_Simple_training,nothink,ad,4,A_ONLY,"[0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0]","[-0.3777360397241218,2.6441522780688524,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218]","[-0.0078125,0.0546875,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125]","[-0.0078125,0.0546875,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125]",5.288304556137704,0.109375,0.109375
DSR_Simple_training,nothink,ad,5,A_ONLY,"[0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0]","[0.9996001599360256,-0.9996001599360256,0.9996001599360256,-0.9996001599360256,0.9996001599360256,0.9996001599360256,-0.9996001599360256,-0.9996001599360256]","[0.03125,-0.03125,0.03125,-0.03125,0.03125,0.03125,-0.03125,-0.03125]","[0.03125,-0.03125,0.03125,-0.03125,0.03125,0.03125,-0.03125,-0.03125]",7.996801279488204,0.25,0.25
DSR_Simple_training,nothink,living,2,ALL_ZERO,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,0.0
DSR_Simple_training,nothink,video,20,SINGLE_EXACT,"[0.5,2.0,0.0,8.0,0.5,0.5,0.0,2.0]","[-0.4751294959945936,0.1250340778933141,-0.6751840206238962,2.525688373444945,-0.4751294959945936,-0.4751294959945936,-0.6751840206238962,0.1250340778933141]","[-0.1484375,0.0390625,-0.2109375,0.7890625,-0.1484375,-0.1484375,-0.2109375,0.0390625]","[-0.1484375,0.0390625,-0.2109375,0.7890625,-0.1484375,-0.1484375,-0.2109375,0.0390625]",5.551513058463146,1.734375,1.734375
DSR_Simple_training,nothink,video,19,A_ONLY,"[0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0]","[-0.7742768013847241,1.290461335641207,-0.7742768013847241,-0.7742768013847241,-0.7742768013847241,1.290461335641207,1.290461335641207,-0.7742768013847241]","[-0.0234375,0.0390625,-0.0234375,-0.0234375,-0.0234375,0.0390625,0.0390625,-0.0234375]","[-0.0234375,0.0390625,-0.0234375,-0.0234375,-0.0234375,0.0390625,0.0390625,-0.0234375]",7.742768013847242,0.234375,0.234375
DSR_Simple_training,nothink,ad,6,A_ONLY,"[0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5]","[-0.9996001599360256,0.9996001599360256,-0.9996001599360256,-0.9996001599360256,0.9996001599360256,0.9996001599360256,-0.9996001599360256,0.9996001599360256]","[-0.03125,0.03125,-0.03125,-0.03125,0.03125,0.03125,-0.03125,0.03125]","[-0.03125,0.03125,-0.03125,-0.03125,0.03125,0.03125,-0.03125,0.03125]",7.996801279488204,0.25,0.25
DSR_Simple_training,nothink,ad,2,ALL_ZERO,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,0.0
DSR_Simple_training,nothink,ad,2,A_ONLY,"[0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5]","[1.290461335641207,-0.7742768013847241,-0.7742768013847241,1.290461335641207,-0.7742768013847241,-0.7742768013847241,-0.7742768013847241,1.290461335641207]","[0.0390625,-0.0234375,-0.0234375,0.0390625,-0.0234375,-0.0234375,-0.0234375,0.0390625]","[0.0390625,-0.0234375,-0.0234375,0.0390625,-0.0234375,-0.0234375,-0.0234375,0.0390625]",7.742768013847242,0.234375,0.234375
DSR_Simple_training,nothink,video,13,A_ONLY,"[0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5]","[-0.9996001599360256,-0.9996001599360256,0.9996001599360256,0.9996001599360256,-0.9996001599360256,0.9996001599360256,-0.9996001599360256,0.9996001599360256]","[-0.03125,-0.03125,0.03125,0.03125,-0.03125,0.03125,-0.03125,0.03125]","[-0.03125,-0.03125,0.03125,0.03125,-0.03125,0.03125,-0.03125,0.03125]",7.996801279488204,0.25,0.25
DSR_Simple_training,nothink,prod,2,ALL_ZERO,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,0.0
DSR_Simple_training,nothink,video,20,A_ONLY,"[0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0]","[-0.577083725634154,-0.577083725634154,1.7312511769024619,-0.577083725634154,-0.577083725634154,1.7312511769024619,-0.577083725634154,-0.577083725634154]","[-0.015625,-0.015625,0.046875,-0.015625,-0.015625,0.046875,-0.015625,-0.015625]","[-0.015625,-0.015625,0.046875,-0.015625,-0.015625,0.046875,-0.015625,-0.015625]",6.9250047076098475,0.1875,0.1875
DSR_Simple_training,nothink,video,20,A_ONLY,"[0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0]","[1.290461335641207,1.290461335641207,-0.7742768013847241,-0.7742768013847241,1.290461335641207,-0.7742768013847241,-0.7742768013847241,-0.7742768013847241]","[0.0390625,0.0390625,-0.0234375,-0.0234375,0.0390625,-0.0234375,-0.0234375,-0.0234375]","[0.0390625,0.0390625,-0.0234375,-0.0234375,0.0390625,-0.0234375,-0.0234375,-0.0234375]",7.742768013847242,0.234375,0.234375
DSR_Simple_training,nothink,prod,3,ALL_ZERO,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,0.0
DSR_Simple_training,nothink,living,8,SINGLE_EXACT,"[0.0,8.0,0.5,0.5,0.5,0.0,0.0,0.5]","[-0.4879309895987328,2.6348273438331575,-0.2927585937592397,-0.2927585937592397,-0.2927585937592397,-0.4879309895987328,-0.4879309895987328,-0.2927585937592397]","[-0.15625,0.84375,-0.09375,-0.09375,-0.09375,-0.15625,-0.15625,-0.09375]","[-0.15625,0.84375,-0.09375,-0.09375,-0.09375,-0.15625,-0.15625,-0.09375]",5.269654687666316,1.6875,1.6875
DSR_Simple_training,nothink,video,15,AB_SIGNAL,"[0.5,0.0,0.0,0.5,0.0,2.0,0.0,0.0]","[0.19242046466132331,-0.5772613939839699,-0.5772613939839699,0.19242046466132331,-0.5772613939839699,2.501466040597203,-0.5772613939839699,-0.5772613939839699]","[0.015625,-0.046875,-0.046875,0.015625,-0.046875,0.203125,-0.046875,-0.046875]","[0.015625,-0.046875,-0.046875,0.015625,-0.046875,0.203125,-0.046875,-0.046875]",5.772613939839699,0.46875,0.46875
DSR_Simple_training,nothink,prod,2,MULTI_EXACT,"[8.0,2.0,0.5,8.0,2.0,8.0,8.0,2.0]","[0.9897475330483453,-0.8733066468073635,-1.3390701917712906,0.9897475330483453,-0.8733066468073635,0.9897475330483453,0.9897475330483453,-0.8733066468073635]","[0.3984375,-0.3515625,-0.5390625,0.3984375,-0.3515625,0.3984375,0.3984375,-0.3515625]","[0.3984375,-0.3515625,-0.5390625,0.3984375,-0.3515625,0.3984375,0.3984375,-0.3515625]",7.917980264386762,3.1875,3.1875
DSR_Simple_training,nothink,video,12,A_ONLY,"[0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5]","[-0.9996001599360256,0.9996001599360256,0.9996001599360256,-0.9996001599360256,-0.9996001599360256,0.9996001599360256,-0.9996001599360256,0.9996001599360256]","[-0.03125,0.03125,0.03125,-0.03125,-0.03125,0.03125,-0.03125,0.03125]","[-0.03125,0.03125,0.03125,-0.03125,-0.03125,0.03125,-0.03125,0.03125]",7.996801279488204,0.25,0.25
DSR_Simple_training,nothink,ad,2,AB_SIGNAL,"[0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0]","[-0.3779073387899664,-0.3779073387899664,-0.3779073387899664,-0.3779073387899664,-0.3779073387899664,-0.3779073387899664,2.6453513715297645,-0.3779073387899664]","[-0.03125,-0.03125,-0.03125,-0.03125,-0.03125,-0.03125,0.21875,-0.03125]","[-0.03125,-0.03125,-0.03125,-0.03125,-0.03125,-0.03125,0.21875,-0.03125]",5.290702743059529,0.4375,0.4375
DSR_Simple_training,nothink,video,20,A_ONLY,"[0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5]","[-0.7742768013847241,-0.7742768013847241,-0.7742768013847241,-0.7742768013847241,1.290461335641207,1.290461335641207,-0.7742768013847241,1.290461335641207]","[-0.0234375,-0.0234375,-0.0234375,-0.0234375,0.0390625,0.0390625,-0.0234375,0.0390625]","[-0.0234375,-0.0234375,-0.0234375,-0.0234375,0.0390625,0.0390625,-0.0234375,0.0390625]",7.7427680138472414,0.234375,0.234375
DSR_Simple_training,nothink,ad,2,MULTI_EXACT,"[0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0]","[-0.5773336030040704,-0.5773336030040704,-0.5773336030040704,-0.5773336030040704,1.7320008090122112,-0.5773336030040704,-0.5773336030040704,1.7320008090122112]","[-0.25,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,0.75]","[-0.25,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,0.75]",6.928003236048845,3.0,3.0
DSR_Simple_training,nothink,video,11,ALL_ZERO,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,0.0
DSR_Simple_training,nothink,living,2,A_ONLY,"[0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5]","[-0.577083725634154,-0.577083725634154,-0.577083725634154,-0.577083725634154,1.7312511769024619,-0.577083725634154,-0.577083725634154,1.7312511769024619]","[-0.015625,-0.015625,-0.015625,-0.015625,0.046875,-0.015625,-0.015625,0.046875]","[-0.015625,-0.015625,-0.015625,-0.015625,0.046875,-0.015625,-0.015625,0.046875]",6.925004707609847,0.1875,0.1875
DSR_Simple_training,nothink,prod,2,ALL_ZERO,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,0.0
DSR_Simple_training,nothink,living,3,AB_SIGNAL,"[2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[2.6453513715297645,-0.3779073387899664,-0.3779073387899664,-0.3779073387899664,-0.3779073387899664,-0.3779073387899664,-0.3779073387899664,-0.3779073387899664]","[0.21875,-0.03125,-0.03125,-0.03125,-0.03125,-0.03125,-0.03125,-0.03125]","[0.21875,-0.03125,-0.03125,-0.03125,-0.03125,-0.03125,-0.03125,-0.03125]",5.290702743059529,0.4375,0.4375
DSR_Simple_training,nothink,video,16,A_ONLY,"[0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0]","[-0.9996001599360256,0.9996001599360256,-0.9996001599360256,0.9996001599360256,-0.9996001599360256,0.9996001599360256,0.9996001599360256,-0.9996001599360256]","[-0.03125,0.03125,-0.03125,0.03125,-0.03125,0.03125,0.03125,-0.03125]","[-0.03125,0.03125,-0.03125,0.03125,-0.03125,0.03125,0.03125,-0.03125]",7.996801279488204,0.25,0.25
DSR_Simple_training,nothink,living,7,A_ONLY,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5]","[-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,-0.3777360397241218,2.6441522780688524]","[-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,0.0546875]","[-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.0078125,0.0546875]",5.288304556137705,0.109375,0.109375
DSR_Simple_training,nothink,prod,2,ALL_ZERO,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,0.0
